"Date","Price","sret"
"9/23/2004",16.6,-0.0235294117647058
"9/24/2004",17.1,0.0301204819277108
"9/27/2004",17.1,0
"9/28/2004",16.9,-0.0116959064327487
"9/29/2004",16.700001,-0.0118342603550295
"9/30/2004",16.9,0.011975987306827
"10/1/2004",17.299999,0.0236685798816569
"10/4/2004",18,0.0404624878880051
"10/5/2004",18.200001,0.0111111666666667
"10/6/2004",18.1,-0.00549456013766147
"10/7/2004",18,-0.00552486187845312
"10/8/2004",18.5,0.0277777777777778
"10/11/2004",19,0.027027027027027
"10/12/2004",18.299999,-0.0368421578947369
"10/13/2004",18.4,0.00546453581773414
"10/14/2004",17.4,-0.0543478260869565
"10/15/2004",17.4,0
"10/18/2004",17.6,0.0114942528735634
"10/19/2004",18.1,0.0284090909090909
"10/20/2004",17.799999,-0.016574640883978
"10/21/2004",17.700001,-0.00561786548414971
"10/22/2004",18.1,0.022598812282553
"10/26/2004",17.700001,-0.0220993922651934
"10/27/2004",17,-0.0395480768616906
"10/28/2004",16.700001,-0.017647
"10/29/2004",17,0.0179640109003586
"11/1/2004",16.799999,-0.0117647647058824
"11/2/2004",16.9,0.00595244083050236
"11/3/2004",17.200001,0.0177515384615386
"11/4/2004",17.1,-0.005814011289883
"11/5/2004",16.9,-0.0116959064327487
"11/8/2004",16.6,-0.0177514792899407
"11/9/2004",16.5,-0.00602409638554225
"11/10/2004",16.299999,-0.0121212727272727
"11/11/2004",16.5,0.0122700007527608
"11/12/2004",16.9,0.0242424242424242
"11/15/2004",17,0.00591715976331369
"11/16/2004",16.700001,-0.017647
