,usdthb,ukpthb,jpythb,eurthb
02/03/2000,37.97,60.16,35.33,36.96
03/03/2000,37.92,59.83,35.25,36.58
06/03/2000,37.95,60.00,35.32,36.34
07/03/2000,38.00,59.82,35.28,36.43
08/03/2000,37.96,59.97,35.43,36.40
09/03/2000,37.93,60.01,35.47,36.52
10/03/2000,37.83,59.87,35.51,36.58
13/03/2000,37.78,59.59,35.64,36.43
14/03/2000,37.84,59.68,35.81,36.47
15/03/2000,37.82,59.58,35.95,36.57
16/03/2000,37.96,59.69,35.98,36.70
17/03/2000,37.85,59.60,35.75,36.70
20/03/2000,37.92,59.64,35.61,36.86
21/03/2000,37.88,59.41,35.55,36.84
22/03/2000,37.77,59.28,35.39,36.26
23/03/2000,37.75,59.56,35.13,36.28
24/03/2000,37.70,59.87,35.10,36.73
27/03/2000,37.75,60.12,35.30,36.87
28/03/2000,37.73,59.95,35.42,36.47
29/03/2000,37.74,60.05,35.56,36.15
30/03/2000,37.82,60.23,35.79,36.06
31/03/2000,37.81,60.24,35.81,36.24
03/04/2000,37.78,60.10,35.98,36.03
04/04/2000,37.75,60.30,35.96,36.07
05/04/2000,37.83,60.31,36.02,36.42
07/04/2000,37.94,59.94,36.15,36.31
10/04/2000,38.00,60.02,35.86,36.29
11/04/2000,37.96,60.12,35.65,36.50
12/04/2000,38.03,60.35,35.72,36.52
17/04/2000,37.92,60.27,36.39,36.62
18/04/2000,37.86,59.74,36.25,35.93
19/04/2000,37.87,59.73,36.15,35.80
20/04/2000,37.90,59.89,36.21,35.67
21/04/2000,37.88,59.86,35.82,35.56
24/04/2000,37.89,59.73,35.78,35.54
25/04/2000,37.96,59.91,36.02,35.63
26/04/2000,38.04,60.08,35.97,34.97
27/04/2000,38.06,59.99,35.82,35.08
28/04/2000,38.02,59.82,35.70,34.62
02/05/2000,38.17,59.38,35.16,34.98
03/05/2000,38.36,59.88,35.32,34.85
04/05/2000,38.34,59.80,35.11,34.14
08/05/2000,38.39,58.79,35.26,34.60
09/05/2000,38.40,58.88,35.30,34.46
10/05/2000,38.71,59.32,35.42,35.11
11/05/2000,38.78,58.54,35.39,35.04
12/05/2000,38.91,58.63,35.99,35.11
15/05/2000,38.98,59.14,35.86,35.76
16/05/2000,39.25,59.02,35.94,35.64
18/05/2000,39.22,58.66,35.99,35.12
19/05/2000,39.16,58.01,36.05,35.01
22/05/2000,38.90,57.75,36.35,34.89
23/05/2000,39.13,58.33,36.53,35.39
24/05/2000,39.27,57.90,36.85,35.57
25/05/2000,39.24,57.88,36.45,35.48
26/05/2000,39.03,57.53,36.27,35.63
29/05/2000,39.08,58.27,36.57,36.36
30/05/2000,39.26,58.61,36.72,36.41
31/05/2000,39.11,58.57,36.75,36.42
01/06/2000,39.16,58.75,36.21,36.65
02/06/2000,38.98,58.27,35.85,36.30
05/06/2000,38.85,58.68,36.00,36.68
06/06/2000,38.74,58.77,36.06,36.65
07/06/2000,38.86,59.28,36.66,37.09
08/06/2000,38.92,59.11,36.82,37.32
09/06/2000,39.02,58.88,36.74,37.27
12/06/2000,39.06,58.80,36.53,37.11
13/06/2000,38.94,58.91,36.46,37.12
14/06/2000,38.89,58.66,36.38,37.38
15/06/2000,38.95,58.36,36.55,37.28
16/06/2000,39.04,58.97,36.64,37.21
19/06/2000,39.13,59.28,36.83,37.76
20/06/2000,39.14,59.14,37.05,37.49
21/06/2000,39.04,59.13,36.99,37.14
22/06/2000,39.13,58.76,37.15,37.00
23/06/2000,39.13,59.10,37.38,36.65
26/06/2000,39.05,58.64,37.35,36.56
27/06/2000,39.07,58.54,37.01,36.65
28/06/2000,39.13,58.90,37.14,36.98
29/06/2000,39.11,59.13,37.19,36.85
30/06/2000,39.12,59.38,37.09,37.25
03/07/2000,39.21,59.49,36.98,37.40
04/07/2000,39.31,59.48,37.02,37.28
05/07/2000,39.35,59.53,37.14,37.45
06/07/2000,39.53,59.59,36.94,37.68
07/07/2000,39.57,59.65,36.81,37.60
10/07/2000,39.69,60.11,36.97,37.69
11/07/2000,39.89,60.43,37.29,38.08
12/07/2000,40.08,60.72,37.35,38.08
13/07/2000,39.95,60.08,36.89,37.58
14/07/2000,39.98,60.11,36.91,37.38
18/07/2000,40.29,60.15,37.27,37.68
19/07/2000,40.08,59.92,37.04,37.08
20/07/2000,40.12,60.07,37.11,37.10
21/07/2000,40.19,60.75,37.28,37.46
24/07/2000,40.53,61.55,37.26,37.94
25/07/2000,40.75,61.71,37.44,38.02
26/07/2000,41.14,62.42,37.70,38.71
27/07/2000,41.01,62.11,37.55,38.67
28/07/2000,41.06,62.09,37.63,38.27
31/07/2000,41.45,62.32,37.88,38.29
01/08/2000,41.20,61.68,37.66,38.19
02/08/2000,40.97,61.17,37.69,37.55
03/08/2000,40.79,60.96,37.43,37.34
04/08/2000,40.63,60.73,37.47,36.76
07/08/2000,40.89,61.45,37.60,37.14
08/08/2000,41.06,62.03,37.72,37.27
09/08/2000,40.94,61.52,37.70,36.87
10/08/2000,40.69,61.07,37.80,36.71
11/08/2000,40.72,60.98,37.46,36.98
15/08/2000,40.68,61.28,37.18,36.88
16/08/2000,40.77,61.36,37.39,37.21
17/08/2000,40.64,60.97,37.47,37.17
18/08/2000,41.02,61.33,37.64,37.57
21/08/2000,40.86,60.90,37.76,37.05
22/08/2000,40.73,60.57,37.55,36.74
23/08/2000,40.57,60.02,37.71,36.29
24/08/2000,40.87,60.64,38.20,36.85
25/08/2000,40.89,60.51,38.25,36.82
28/08/2000,40.71,59.91,38.25,36.75
29/08/2000,40.80,59.99,38.30,36.68
30/08/2000,40.91,59.35,38.49,36.52
31/08/2000,40.88,59.51,38.38,36.53
01/09/2000,40.82,59.20,38.30,36.33
04/09/2000,40.99,60.01,38.74,36.94
05/09/2000,41.22,60.07,38.79,36.98
06/09/2000,41.18,59.82,38.93,36.51
07/09/2000,41.36,59.38,39.00,35.87
08/09/2000,41.39,59.51,39.26,36.12
11/09/2000,41.42,58.70,39.01,35.94
12/09/2000,41.44,58.14,39.00,35.58
13/09/2000,41.57,58.50,38.88,35.89
14/09/2000,41.76,58.82,38.97,35.90
15/09/2000,41.68,58.37,38.77,36.05
18/09/2000,42.02,58.73,39.22,35.88
19/09/2000,42.19,59.30,39.44,35.99
20/09/2000,42.27,59.51,39.52,35.90
21/09/2000,42.62,60.12,40.00,36.10
22/09/2000,42.69,61.43,39.94,36.72
25/09/2000,42.50,61.98,39.40,37.42
26/09/2000,42.62,61.90,39.67,37.27
27/09/2000,42.10,61.59,39.14,37.16
28/09/2000,42.30,61.91,39.37,37.37
29/09/2000,42.21,61.77,39.14,37.18
02/10/2000,42.00,61.92,38.83,37.09
03/10/2000,42.33,62.05,38.96,37.14
04/10/2000,42.50,61.97,39.11,37.24
05/10/2000,42.57,62.09,38.99,37.21
06/10/2000,42.35,61.22,38.88,36.78
09/10/2000,42.50,61.53,38.99,36.96
10/10/2000,42.66,61.82,39.30,37.03
11/10/2000,43.02,62.70,39.85,37.57
12/10/2000,43.17,63.12,40.08,37.44
13/10/2000,43.46,63.91,40.33,37.48
16/10/2000,43.23,62.79,40.10,36.95
17/10/2000,43.23,62.50,40.03,36.73
18/10/2000,43.54,63.11,40.31,37.20
19/10/2000,43.68,63.10,40.53,36.70
20/10/2000,43.31,62.67,39.94,36.66
24/10/2000,43.97,63.94,40.63,36.77
25/10/2000,43.60,63.23,40.40,36.49
26/10/2000,43.75,62.64,40.41,36.18
27/10/2000,43.74,62.71,40.38,36.31
30/10/2000,43.73,63.52,40.22,36.73
31/10/2000,43.95,63.71,40.33,36.96
01/11/2000,43.70,63.30,40.14,37.09
02/11/2000,43.54,63.12,40.22,37.42
03/11/2000,43.56,62.90,40.28,37.46
06/11/2000,43.23,62.59,40.34,37.43
07/11/2000,43.48,62.08,40.49,37.49
08/11/2000,43.68,62.57,40.75,37.70
09/11/2000,43.61,61.96,40.63,37.26
10/11/2000,43.41,62.07,40.34,37.59
13/11/2000,43.68,62.40,40.44,37.68
14/11/2000,43.52,62.61,40.43,37.38
15/11/2000,43.54,62.27,40.26,37.34
16/11/2000,43.72,62.39,40.19,37.50
17/11/2000,43.98,62.66,40.43,37.53
20/11/2000,44.22,62.93,40.56,37.55
21/11/2000,44.26,63.01,40.31,37.69
22/11/2000,43.89,62.25,39.89,37.10
23/11/2000,43.75,61.54,39.70,36.95
24/11/2000,43.54,60.97,39.36,36.53
27/11/2000,43.65,61.24,39.24,36.70
28/11/2000,43.50,61.63,39.37,37.07
29/11/2000,43.75,62.01,39.70,37.49
30/11/2000,43.88,62.34,39.48,37.67
01/12/2000,43.71,62.33,39.56,38.20
04/12/2000,43.65,62.86,39.33,38.31
06/12/2000,43.51,62.39,39.26,38.32
07/12/2000,43.56,62.83,39.44,38.82
08/12/2000,43.38,62.65,39.22,38.54
12/12/2000,43.44,63.16,39.16,38.12
13/12/2000,43.55,63.07,38.91,38.27
14/12/2000,43.48,63.29,38.65,38.14
15/12/2000,43.39,63.91,38.57,38.70
18/12/2000,43.33,64.01,38.50,38.82
19/12/2000,43.21,63.68,38.56,38.62
20/12/2000,42.85,62.99,38.03,38.44
21/12/2000,42.41,62.60,37.56,38.52
22/12/2000,42.10,62.02,37.41,38.54
25/12/2000,42.06,62.16,37.29,38.85
26/12/2000,42.01,62.05,37.03,38.84
27/12/2000,42.38,63.01,37.13,39.47
28/12/2000,42.87,64.14,37.46,39.87
29/12/2000,43.27,64.51,37.69,40.18
03/01/2001,43.60,65.50,38.07,41.44
04/01/2001,43.04,64.16,37.78,40.07
05/01/2001,43.41,65.23,37.29,41.41
08/01/2001,42.80,64.36,36.76,40.95
09/01/2001,42.85,64.06,36.97,40.48
10/01/2001,43.16,64.21,37.01,40.66
11/01/2001,43.29,64.42,37.10,40.68
12/01/2001,43.48,65.16,36.93,41.45
15/01/2001,43.47,64.23,36.58,41.19
16/01/2001,43.33,63.97,36.60,40.78
17/01/2001,43.05,63.34,36.68,40.52
18/01/2001,43.33,63.86,36.31,40.60
19/01/2001,43.13,63.61,36.71,40.79
22/01/2001,42.95,62.90,36.78,40.15
23/01/2001,43.09,63.17,36.85,40.50
24/01/2001,42.98,63.04,36.81,40.18
25/01/2001,42.98,62.53,36.53,39.64
26/01/2001,42.86,62.60,36.68,39.59
29/01/2001,42.86,62.60,36.68,39.59
30/01/2001,42.56,62.06,36.50,39.00
31/01/2001,42.55,62.19,36.64,39.41
01/02/2001,42.45,62.19,36.43,39.90
02/02/2001,42.27,62.42,36.60,39.66
05/02/2001,42.39,62.31,36.58,39.78
06/02/2001,42.40,62.40,36.84,39.71
07/02/2001,42.48,61.93,36.97,39.45
09/02/2001,42.54,61.45,36.51,39.06
12/02/2001,42.53,61.58,36.14,39.42
13/02/2001,42.48,61.70,36.22,39.52
14/02/2001,42.35,61.52,36.28,38.99
15/02/2001,42.33,61.62,36.42,38.88
16/02/2001,42.40,61.49,36.65,38.45
19/02/2001,42.54,61.60,36.71,38.85
20/02/2001,42.67,61.77,36.77,39.33
21/02/2001,42.77,61.79,36.96,38.87
22/02/2001,42.95,61.95,36.90,38.98
23/02/2001,43.06,62.31,36.87,38.95
26/02/2001,42.88,62.34,36.98,39.32
27/02/2001,42.84,61.91,36.85,39.01
28/02/2001,42.86,61.81,36.85,39.32
01/03/2001,43.05,62.26,36.69,39.78
02/03/2001,43.25,62.94,36.80,40.22
05/03/2001,43.48,63.85,36.44,40.62
06/03/2001,43.36,63.57,36.49,40.21
07/03/2001,43.39,63.74,36.48,40.57
08/03/2001,43.59,63.69,36.37,40.50
09/03/2001,43.44,63.89,36.35,40.52
12/03/2001,43.63,64.05,36.29,40.68
13/03/2001,43.67,63.95,36.32,40.55
14/03/2001,43.53,63.08,36.34,39.78
15/03/2001,43.76,63.26,36.22,39.86
16/03/2001,43.92,63.12,35.92,39.45
19/03/2001,43.93,62.82,35.68,39.39
20/03/2001,43.90,62.58,35.76,39.50
21/03/2001,44.03,63.29,35.84,40.06
22/03/2001,44.29,63.32,35.82,39.67
23/03/2001,44.19,62.84,35.82,39.21
26/03/2001,44.31,63.26,35.89,39.46
27/03/2001,44.20,63.44,36.05,39.62
28/03/2001,44.26,63.47,36.27,39.51
29/03/2001,44.61,64.12,36.43,39.56
30/03/2001,44.77,63.92,36.03,39.42
02/04/2001,45.08,63.93,35.78,39.56
03/04/2001,45.08,64.05,35.72,39.80
04/04/2001,45.24,64.81,35.93,40.53
05/04/2001,45.34,65.12,36.30,41.09
09/04/2001,45.66,65.70,36.61,41.20
10/04/2001,45.53,65.77,36.48,40.81
11/04/2001,45.35,64.98,36.56,40.29
12/04/2001,45.39,65.19,36.48,40.29
17/04/2001,45.51,65.39,36.66,40.39
18/04/2001,45.37,64.88,36.92,39.97
19/04/2001,45.14,64.40,36.95,39.96
20/04/2001,45.38,65.55,37.27,40.68
23/04/2001,45.56,65.86,37.30,41.28
24/04/2001,45.43,65.39,37.37,40.76
25/04/2001,45.53,65.27,37.26,40.64
26/04/2001,45.60,65.66,37.35,40.89
27/04/2001,45.69,65.84,36.99,41.29
30/04/2001,45.54,65.32,36.75,40.62
02/05/2001,45.48,65.29,37.29,40.65
03/05/2001,45.35,65.09,37.31,40.64
04/05/2001,45.43,65.22,37.49,40.45
09/05/2001,45.54,64.96,37.45,40.26
10/05/2001,45.49,64.73,37.24,40.30
11/05/2001,45.42,64.61,37.06,40.02
14/05/2001,45.49,64.49,37.13,39.79
15/05/2001,45.49,64.49,36.92,39.75
16/05/2001,45.43,64.65,36.73,39.88
17/05/2001,45.21,64.67,36.68,39.99
18/05/2001,45.28,64.82,36.88,39.95
21/05/2001,45.57,65.64,36.92,40.14
22/05/2001,45.52,65.51,37.07,39.81
23/05/2001,45.50,64.96,37.27,39.35
24/05/2001,45.36,64.19,37.92,38.74
25/05/2001,45.43,64.02,37.86,38.95
28/05/2001,45.54,64.75,37.76,39.12
29/05/2001,45.54,64.69,37.61,39.10
30/05/2001,45.37,64.59,37.67,38.89
31/05/2001,45.29,64.56,37.77,38.74
01/06/2001,45.36,64.30,38.13,38.37
04/06/2001,45.35,64.39,38.09,38.49
05/06/2001,45.25,63.88,37.93,38.21
06/06/2001,44.93,63.41,37.32,38.29
07/06/2001,45.21,62.90,37.64,38.29
08/06/2001,45.06,62.71,37.49,38.21
11/06/2001,45.10,62.51,37.22,38.33
12/06/2001,45.14,61.99,37.03,38.06
13/06/2001,45.25,62.12,37.07,38.55
14/06/2001,45.30,62.96,37.18,38.71
15/06/2001,45.27,63.38,37.26,39.01
18/06/2001,45.26,63.58,36.84,39.06
19/06/2001,45.27,63.51,36.75,38.90
20/06/2001,45.18,63.19,36.73,38.54
21/06/2001,45.21,63.12,36.51,38.66
22/06/2001,45.22,64.03,36.33,38.60
25/06/2001,45.17,63.86,36.34,38.73
26/06/2001,45.09,63.74,36.43,38.80
27/06/2001,45.20,64.01,36.47,38.98
28/06/2001,45.22,64.04,36.34,38.88
29/06/2001,45.21,63.65,36.42,38.19
02/07/2001,45.25,64.07,36.27,38.39
03/07/2001,45.32,64.18,36.57,38.39
04/07/2001,45.43,63.89,36.49,38.46
05/07/2001,45.51,63.99,36.44,38.48
09/07/2001,45.40,64.03,36.14,38.48
10/07/2001,45.44,64.03,36.20,38.64
11/07/2001,45.47,64.18,36.23,38.90
12/07/2001,45.56,64.16,36.68,39.04
13/07/2001,45.54,63.94,36.66,38.80
16/07/2001,45.64,63.96,36.53,39.01
17/07/2001,45.69,63.92,36.42,38.94
18/07/2001,45.67,63.97,36.55,39.26
19/07/2001,45.69,64.91,36.87,39.84
20/07/2001,45.63,65.19,37.08,39.80
23/07/2001,45.76,65.18,37.07,39.83
24/07/2001,45.70,64.86,36.76,39.74
25/07/2001,45.67,64.91,36.75,39.90
26/07/2001,45.66,65.22,36.96,40.19
27/07/2001,45.61,65.10,36.86,40.03
30/07/2001,45.61,64.91,36.68,39.90
31/07/2001,45.69,65.21,36.56,39.96
01/08/2001,45.70,65.20,36.54,40.07
02/08/2001,45.63,65.44,36.64,40.26
03/08/2001,45.55,65.17,36.77,40.15
06/08/2001,45.30,64.64,36.54,39.90
07/08/2001,45.44,64.43,36.69,39.97
08/08/2001,45.44,64.35,36.80,39.84
09/08/2001,45.39,64.25,36.74,39.98
10/08/2001,45.25,64.49,37.06,40.36
14/08/2001,44.97,63.89,36.72,40.36
15/08/2001,44.76,63.95,36.84,40.45
16/08/2001,44.69,64.52,37.30,40.92
17/08/2001,44.61,64.42,37.08,40.69
20/08/2001,44.87,64.87,37.28,41.16
21/08/2001,44.77,64.66,37.08,40.86
22/08/2001,44.68,64.87,37.27,40.94
23/08/2001,44.62,64.65,37.05,40.77
24/08/2001,44.39,64.23,37.06,40.62
27/08/2001,44.26,63.82,36.81,40.34
28/08/2001,44.14,63.69,36.80,40.17
29/08/2001,44.21,64.18,36.85,40.33
30/08/2001,44.27,64.14,36.88,40.18
31/08/2001,44.10,64.31,37.05,40.47
03/09/2001,44.03,63.93,36.97,40.03
04/09/2001,43.99,63.84,37.00,39.79
05/09/2001,44.25,63.82,36.94,39.25
06/09/2001,44.44,64.72,36.74,39.46
07/09/2001,44.48,64.83,36.73,39.79
10/09/2001,44.47,65.05,37.05,40.31
11/09/2001,44.65,65.05,36.81,40.14
12/09/2001,44.33,65.29,37.17,40.37
13/09/2001,44.40,65.13,37.15,40.25
14/09/2001,44.20,64.98,37.15,40.24
17/09/2001,43.97,64.81,37.44,40.68
18/09/2001,44.12,64.65,37.42,40.70
19/09/2001,44.14,64.71,37.53,40.86
20/09/2001,44.24,64.88,37.65,41.02
21/09/2001,44.15,64.60,37.80,40.76
24/09/2001,44.30,64.46,38.02,40.48
25/09/2001,44.43,65.01,37.82,40.68
26/09/2001,44.40,65.38,37.86,41.01
27/09/2001,44.30,65.35,37.56,40.84
28/09/2001,44.38,65.30,37.18,40.57
01/10/2001,44.44,65.39,37.12,40.42
02/10/2001,44.59,65.93,37.06,40.85
03/10/2001,44.67,65.62,36.99,41.05
04/10/2001,44.57,65.76,36.94,40.74
05/10/2001,44.62,65.83,37.04,40.99
08/10/2001,44.70,66.20,37.26,41.07
09/10/2001,44.76,65.93,37.32,41.18
10/10/2001,44.70,65.22,37.10,40.84
11/10/2001,44.74,64.95,37.21,40.78
12/10/2001,44.69,64.62,36.83,40.31
15/10/2001,44.62,64.83,36.85,40.73
16/10/2001,44.57,64.53,36.91,40.43
17/10/2001,44.69,64.71,36.75,40.57
18/10/2001,44.67,64.65,36.87,40.32
19/10/2001,44.70,64.49,36.88,40.35
22/10/2001,44.71,64.15,36.83,40.18
24/10/2001,44.69,63.80,36.47,39.81
25/10/2001,44.78,63.92,36.42,40.00
26/10/2001,44.80,63.91,36.42,39.99
29/10/2001,44.78,64.40,36.56,40.00
30/10/2001,44.68,65.01,36.64,40.43
31/10/2001,44.62,64.80,36.59,40.44
01/11/2001,44.69,64.99,36.54,40.24
02/11/2001,44.68,65.37,36.69,40.36
05/11/2001,44.63,65.04,36.65,40.11
06/11/2001,44.63,65.09,36.71,40.03
07/11/2001,44.61,65.10,36.86,39.98
08/11/2001,44.54,65.22,36.79,39.97
09/11/2001,44.44,64.61,36.97,39.67
12/11/2001,44.38,64.64,36.85,39.66
13/11/2001,44.31,64.39,36.66,39.50
14/11/2001,44.39,63.98,36.50,39.10
15/11/2001,44.38,63.96,36.46,39.15
16/11/2001,44.40,63.63,36.29,39.16
19/11/2001,44.43,63.37,36.17,39.21
20/11/2001,44.41,62.86,36.09,39.08
21/11/2001,44.33,62.87,36.10,39.09
22/11/2001,44.31,62.78,35.98,38.88
23/11/2001,44.30,62.51,35.74,38.93
26/11/2001,44.12,62.32,35.56,38.78
27/11/2001,44.08,62.27,35.46,38.86
28/11/2001,44.08,62.36,35.60,38.93
29/11/2001,44.08,62.36,35.60,38.93
30/11/2001,43.99,62.69,35.49,39.00
03/12/2001,43.93,62.51,35.56,39.33
04/12/2001,43.99,62.59,35.41,39.15
06/12/2001,43.79,62.01,35.31,38.88
07/12/2001,43.77,62.49,35.08,39.11
11/12/2001,43.77,62.78,34.78,39.01
12/12/2001,43.71,62.91,34.73,39.07
13/12/2001,43.67,63.20,34.63,39.23
14/12/2001,43.66,62.95,34.44,39.07
17/12/2001,43.76,63.63,34.25,39.53
18/12/2001,43.82,63.94,34.26,39.58
19/12/2001,43.78,63.69,34.15,39.43
20/12/2001,43.79,63.42,34.09,39.37
21/12/2001,43.90,63.71,33.92,39.53
24/12/2001,43.91,63.14,33.90,39.01
25/12/2001,43.94,63.33,33.75,38.66
26/12/2001,43.98,63.46,33.63,38.61
27/12/2001,44.09,63.98,33.54,38.79
28/12/2001,44.22,64.12,33.66,39.06
02/01/2002,44.19,64.19,33.52,39.36
03/01/2002,44.08,63.75,33.42,39.84
04/01/2002,43.96,63.29,33.46,39.50
07/01/2002,43.80,63.28,33.51,39.23
08/01/2002,43.91,63.16,33.24,39.14
09/01/2002,44.08,63.46,33.14,39.36
10/01/2002,44.03,63.32,33.17,39.24
11/01/2002,43.98,63.39,33.26,39.24
14/01/2002,43.88,63.59,33.31,39.26
15/01/2002,43.89,63.60,33.34,39.22
16/01/2002,43.81,63.09,33.36,38.69
17/01/2002,43.86,62.99,33.21,38.74
18/01/2002,43.87,62.98,33.07,38.66
21/01/2002,43.89,63.16,33.20,38.89
22/01/2002,44.02,63.02,33.03,38.89
23/01/2002,44.15,63.22,32.97,39.21
24/01/2002,44.16,62.89,32.84,38.78
25/01/2002,44.10,62.85,32.72,38.73
28/01/2002,44.02,62.04,32.85,38.11
29/01/2002,44.00,62.04,32.98,37.96
30/01/2002,43.99,62.18,33.03,38.11
31/01/2002,43.92,62.12,33.06,37.91
01/02/2002,44.04,62.15,32.77,37.92
04/02/2002,43.94,62.23,33.02,37.88
05/02/2002,43.92,62.48,33.23,38.19
06/02/2002,43.95,62.18,32.83,38.12
07/02/2002,43.88,61.96,32.77,38.03
08/02/2002,43.83,61.97,32.70,38.17
11/02/2002,43.86,62.10,32.54,38.27
12/02/2002,43.81,62.32,32.85,38.40
13/02/2002,43.75,62.67,32.97,38.33
14/02/2002,43.68,62.42,32.97,38.10
15/02/2002,43.52,62.22,32.84,38.01
18/02/2002,43.55,62.39,32.84,38.04
19/02/2002,43.59,62.26,32.70,37.95
20/02/2002,43.65,62.50,32.73,38.27
21/02/2002,43.70,62.40,32.66,38.04
22/02/2002,43.78,62.43,32.63,38.09
25/02/2002,43.83,62.74,32.73,38.34
27/02/2002,43.82,62.12,32.61,37.93
28/02/2002,43.68,62.00,32.58,37.83
01/03/2002,43.64,61.84,32.68,37.88
04/03/2002,43.60,61.90,32.74,37.77
05/03/2002,43.53,61.93,32.89,37.87
06/03/2002,43.53,61.95,32.94,37.93
07/03/2002,43.36,61.70,33.20,38.03
08/03/2002,43.11,61.52,33.74,37.98
11/03/2002,43.32,61.59,33.61,37.89
12/03/2002,43.18,61.31,33.57,37.78
13/03/2002,43.19,61.07,33.41,37.79
14/03/2002,43.21,61.19,33.45,37.88
15/03/2002,43.20,61.42,33.47,38.16
18/03/2002,43.24,61.49,33.34,38.06
19/03/2002,43.39,61.87,33.10,38.28
20/03/2002,43.38,61.74,32.83,38.22
21/03/2002,43.29,61.81,32.91,38.27
22/03/2002,43.31,61.82,32.75,38.19
25/03/2002,43.37,61.74,32.65,38.00
26/03/2002,43.35,61.84,32.56,38.02
27/03/2002,43.29,61.76,32.61,37.93
28/03/2002,43.28,61.73,32.67,37.81
29/03/2002,43.48,61.94,32.71,37.90
01/04/2002,43.48,62.00,32.65,37.97
02/04/2002,43.61,62.73,32.73,38.33
03/04/2002,43.69,62.72,32.83,38.37
04/04/2002,43.57,62.53,32.85,38.36
05/04/2002,43.53,62.40,32.90,38.23
09/04/2002,43.49,62.23,33.02,38.01
10/04/2002,43.43,62.39,33.24,38.26
11/04/2002,43.44,62.38,33.09,38.22
12/04/2002,43.53,62.53,33.00,38.36
17/04/2002,43.36,62.46,33.08,38.29
18/04/2002,43.27,62.58,33.13,38.53
19/04/2002,43.22,62.61,33.22,38.51
22/04/2002,43.23,62.54,33.14,38.42
23/04/2002,43.24,62.68,33.27,38.40
24/04/2002,43.29,62.62,33.23,38.42
25/04/2002,43.20,62.60,33.36,38.52
26/04/2002,43.20,62.80,33.53,38.76
29/04/2002,43.17,62.91,33.74,38.89
30/04/2002,43.20,62.94,33.68,38.99
02/05/2002,43.09,63.17,33.86,39.06
03/05/2002,43.09,62.98,33.67,38.89
07/05/2002,42.83,62.90,33.74,39.32
08/05/2002,42.88,62.79,33.45,39.12
09/05/2002,42.88,62.43,33.30,38.77
10/05/2002,42.89,62.66,33.37,39.05
13/05/2002,42.79,62.61,33.61,39.11
14/05/2002,42.82,62.35,33.45,38.94
15/05/2002,42.85,62.09,33.37,38.60
16/05/2002,42.82,62.45,33.52,38.99
17/05/2002,42.71,62.24,33.46,38.97
20/05/2002,42.57,62.09,33.79,39.15
21/05/2002,42.65,62.17,33.86,39.15
22/05/2002,42.66,62.24,34.33,39.24
23/05/2002,42.84,62.46,34.45,39.60
24/05/2002,42.82,62.21,34.20,39.35
28/05/2002,42.67,62.12,34.20,39.28
29/05/2002,42.54,62.01,34.13,39.49
30/05/2002,42.42,62.05,34.15,39.71
31/05/2002,42.37,62.08,34.30,39.72
03/06/2002,42.41,61.77,34.11,39.53
04/06/2002,42.30,61.85,34.21,39.77
05/06/2002,42.37,61.79,34.15,39.84
06/06/2002,42.43,61.82,34.10,39.81
07/06/2002,42.43,61.95,34.13,40.17
10/06/2002,42.38,61.79,34.00,39.95
11/06/2002,42.28,61.75,33.93,39.90
12/06/2002,42.30,62.25,33.71,40.07
13/06/2002,42.24,62.12,33.59,39.87
14/06/2002,42.15,62.03,33.77,39.74
17/06/2002,42.17,62.25,33.94,39.84
18/06/2002,42.14,62.33,33.89,39.82
19/06/2002,42.10,62.79,33.88,40.10
20/06/2002,42.06,62.64,33.91,40.21
21/06/2002,41.98,62.88,34.02,40.50
24/06/2002,41.86,62.71,34.42,40.67
25/06/2002,41.85,62.71,34.35,40.49
26/06/2002,41.71,63.15,34.54,41.12
27/06/2002,41.65,63.47,34.67,40.96
28/06/2002,41.53,63.47,34.75,41.06
02/07/2002,41.47,63.47,34.60,40.95
03/07/2002,41.57,63.63,34.61,40.86
04/07/2002,41.55,63.38,34.60,40.64
05/07/2002,41.55,63.24,34.53,40.52
08/07/2002,41.46,63.45,34.77,40.73
09/07/2002,41.34,63.72,34.81,40.88
10/07/2002,41.13,63.59,34.81,40.74
11/07/2002,41.08,63.56,34.91,40.61
12/07/2002,41.21,63.90,35.22,40.67
15/07/2002,40.83,63.46,35.07,40.61
16/07/2002,40.53,63.75,34.88,40.85
17/07/2002,40.32,63.48,34.75,40.78
18/07/2002,40.46,63.42,34.69,40.72
19/07/2002,40.41,63.83,34.80,41.03
22/07/2002,40.32,63.50,34.74,40.76
23/07/2002,40.70,63.92,34.77,40.58
24/07/2002,41.00,64.15,34.96,40.61
26/07/2002,41.34,65.25,35.21,41.38
29/07/2002,42.29,66.23,35.51,41.72
30/07/2002,41.96,65.61,34.96,41.13
31/07/2002,41.95,65.91,34.98,41.29
01/08/2002,41.86,65.33,34.93,40.90
02/08/2002,42.04,65.71,35.33,41.49
05/08/2002,42.02,65.93,35.34,41.35
06/08/2002,42.37,65.90,35.35,41.38
07/08/2002,42.43,65.34,35.11,41.07
08/08/2002,42.35,65.20,35.23,41.30
09/08/2002,42.39,64.97,35.04,41.02
13/08/2002,42.13,64.43,35.44,41.20
14/08/2002,41.95,64.56,35.59,41.38
15/08/2002,41.95,64.35,35.72,41.03
16/08/2002,41.76,64.03,35.51,40.94
19/08/2002,41.77,64.42,35.48,41.18
20/08/2002,42.03,64.21,35.36,41.06
