set	klse
626.47	802.82
625.83	815.73
611.46	817.39
611.61	818.4
612.21	823.91
613.13	824.32
614	817.61
613.76	810.03
624.36	818.16
623.72	821.3
622.71	821.93
630.03	825.56
629.36	818.47
627.24	822.09
637.03	826.8
644	824.23
651.86	822.22
649.62	823.28
646.64	819.86
647.57	830.68
655.87	843.61
664.69	851.8
666.43	855.08
659.14	851.77
666.59	854.06
661.49	851.13
663	851.82
652.79	845.02
646.76	838.6
646.11	842.65
642.12	843.15
645.58	838.64
655.82	840.88
650.12	839.37
648.47	838.2
633.42	838.49
633.21	836.15
634.73	838.64
631.42	833.5
636.7	833.98
630.81	825.53
619.19	824.88
618.9	824.37
610.94	820.1
607.47	816.81
606.94	820.78
595.6	821.45
588.87	815.62
596.98	809.12
602.75	808.51
605.3	809.56
602.54	810.15
598.55	808.47
599.55	808.61
600.03	804.89
607.69	807.56
617.07	818.53
620.12	821.49
612.45	827.98
628.81	828.38
628.78	842.04
629.08	841.9
630.87	838.77
631.4	842.29
630.21	850.11
641.04	846.97
640.6	850.29
649.93	857.25
651.89	856.71
662.28	853.24
662.39	857.79
668.73	859.66
668.29	865.34
660.92	865.13
663.51	856.3
648.8	852.89
654.6	855.32
646.78	848.28
637.89	845.46
636.57	846.72
644.67	849.96
661.23	853.93
679.13	865.07
673.88	861.56
668.51	861.54
670.06	864.16
676.15	861.08
677.93	855.1
658.27	852.8
661.29	853.31
641.3	852.16
648.48	851.29
646.51	851.69
661	851.74
652.46	848.65
649.27	849.21
659.05	853.88
648.38	851.55
626.85	851.17
621.57	852.99
628.16	861.14
626.96	864.04
631.99	874.17
641.29	878.45
639.13	872.02
635.09	871.48
629.2	872.89
632.94	876.37
625.78	882.29
644.16	901.66
646.93	904.48
651.42	897.03
644.95	895.94
650.87	909.38
643.06	910.86
647.49	905.22
648.75	908.78
657.25	915.9
656.73	917.19
655.44	914.62
661.08	919.97
663.84	917.17
655.83	912.41
645.41	902.3
648.78	894.98
645.75	897.34
646.08	897.02
657.18	904.76
661.42	904.29
669.46	903
675.71	909.61
671.5	906.5
672.79	903.3
667.9	909.3
670.35	907.2
663.86	906.89
662.39	906.55
664.46	907.58
668.1	910.13
684.48	902.49
683.5	907.96
693.62	910.42
697.84	916.28
696.03	919.02
691.97	930.63
694.63	933.33
693.43	934.1
701.66	929.74
708.3	932.26
709.55	937.56
709.03	935.53
706.9	929.72
695.92	923.33
702.14	919.75
702.66	923.37
701.25	919.95
701.66	917.23
701.91	916.27
710.33	918.51
716.92	917.85
719.1	907.52
725.76	912.58
731.42	914.91
728.8	920.31
736.91	921.71
739.37	919.43
734.68	912.62
737.5	907.75
725.89	904.72
730.56	904.75
736.89	903.64
740.04	903.51
741.55	907.38
738.75	898.49
720.92	891.9
720.39	889.44
728.42	885.33
737.42	891.18
722.6	897.5
722.58	903.62
719.53	899.32
710.98	901.45
700.22	901.64
696.84	898.2
706.64	897.51
706.53	899.26
711.4	894
705.03	885.62
699.53	878.63
693.26	881.25
685.06	882.39
687.32	883.4
682.98	885.44
676.91	881.87
672.82	877.75
681.49	871.35
695.83	875.92
682.52	867.23
681.66	869.81
677.97	861.52
683.76	864.02
694.34	869.93
698.28	866.24
676.9	866.66
678.37	867.77
684.19	871.91
677.25	877.78
664.47	871.98
662.13	872.43
664.63	872.45
659.24	873.85
658.88	878.96
669.72	892.03
675.03	903.07
689.36	901.22
688.21	901.29
681.83	902.84
684.65	898.7
682.12	893.4
679.11	891.36
670.76	889.27
664.61	891.39
672.19	886.37
676.54	887.47
670.65	883.17
663.66	884.34
660.18	870.1
662.64	867.1
663.48	869.11
668.2	869.96
667.55	860.73
667.52	861.96
672.81	862.4
676.7	865.88
682.3	871.97
682.15	876.92
684.07	879.44
677.2	879.4
679.98	890.02
675.09	894.68
683.68	892.64
687.47	900.3
687.16	898.04
686.52	897.06
679.68	896.75
689.64	896.31
686.57	903.33
693.13	902.31
690.25	898.08
684.18	891.23
684.68	894.67
685.56	889.98
675.5	888.32
669.78	898.69
663.52	898.87
659.91	902.69
638.31	906.96
643.31	903.61
640.82	909.32
648.98	915.72
658.37	913.07
661.45	921.06
655.46	916.84
652.67	915.08
648.67	916.78
650.04	924.01
648.92	921.94
659.64	939.84
656.91	935.74
665.72	931.97
670.09	934.38
675.67	937.39
674.99	938.22
683.16	941.33
687.94	952.59
684.57	945.23
686.01	943.41
686.32	948.02
681.54	944.94
684.59	939.48
681.95	936.05
675.52	927.92
667.18	926.49
667.49	926.38
672.02	923.64
680.83	925.54
690.77	923.97
690.39	923.79
695.67	926.08
692.14	919.85
695.89	918.38
691.33	911.85
692.86	913.56
710.28	909.67
709.97	909.18
707.94	909.74
705.46	911.64
708.5	919.07
715.08	916.8
712.78	917.92
712.8	919.07
710.31	915.72
717.77	914.74
711.2	919.65
708.26	921.99
708.98	923.27
723.16	922.03
721.16	922.57
725.64	923.05
725.31	921.89
721.28	925.13
724.24	927.71
723.2	924.5
722.83	924.23
723.23	927.54
717.42	925.33
714.9	924.76
717.17	927.51
710.79	926.25
708.98	925.21
707.05	928.88
709.13	928.43
709.2	928.49
704.32	927.12
700.02	925.59
696.28	924.27
695.18	922.64
684.07	914.17
681.92	911.69
686.21	909.58
676.84	904.75
685.04	905.21
685.29	904.46
682.25	905.79
682.62	910.76
699.88	913.92
700.75	911.53
695.6	909.1
696.85	906.55
694.44	901.09
690.45	898.35
683.41	896.19
681.58	894.33
675.31	896.8
672.63	894.3
676.41	901.72
672.06	906.24
674.25	902.54
669.18	902.9
669.76	903.65
669.89	904.28
666.69	900.14
669.9	898.63
667.75	896.13
660.95	887.8
659.91	885.14
679.16	886.47
694.87	891.67
692.58	896.11
697.74	898.3
693.48	898.27
694.72	898.8
690.49	894.98
691.17	893.37
691.28	895.86
698.68	896.08
698.43	894.65
696.41	895.85
698.95	892.13
706.47	894.51
705.29	895.55
710.22	900.49
713.73	899.79
725.64	892.85
743.2	897.13
741.28	906.66
747.34	911.67
762.26	913.8
764.01	909.59
753.04	911.16
755.72	911.9
752	906.53
750.73	907.52
736.4	901.32
744.98	902.7
747.7	905.41
750.28	902.51
745.95	906.98
762.7	909.77
761.14	913.14
761.27	914.01
747.09	927.85
744.12	929.39
743.37	923.84
734.63	918.92
733.14	920.63
738.07	920.31
727.91	925.51
725.73	927.17
735.16	928.1
739.35	926.47
734.65	925.18
727.76	925.67
728.6	924.4
732.68	927.51
741.8	924.91
753.1	928.66
744.05	928.94
748.28	921.56
752.52	919.78
753.39	916.93
750.81	914.92
738.36	915.21
723.86	913.53
728.99	920.91
728.18	921.96
732.88	922.03
738.63	924.37
741.21	924.24
739.96	923.15
741.43	922.62
734.51	923.02
732.48	923.13
724.41	921.94
729.72	925.11
730.85	926.09
733.33	928.48
729.24	932.83
724.87	932.98
730.99	926.97
733.25	926.63
738.67	928.23
745.33	931.17
768.07	941.67
770.33	943.71
757.51	942.47
755.43	941.88
759.42	939.74
764.17	940.57
774.57	946.62
773.06	948.19
771.54	943.36
763.88	944.09
770.4	949.29
770.01	947.61
768.29	949.23
768.26	951.25
774.44	950.23
768.22	954.16
782.91	965.9
785.38	966.88
784.28	966.62
782.5	966.05
765.97	964.62
761.87	959.94
762.36	958.4
748.3	947.78
746.33	944.4
724.44	925.51
727.21	926.56
714.1	927.75
701.03	923.97
717.5	930.75
721.58	928.37
713.96	929.89
709.43	927.78
710.3	930.45
722.61	930.72
713.22	931.9
702.04	925.49
688.22	923.57
675.63	917.25
670.41	915.4
646.69	893.23
648.32	886.48
665.39	893.5
659.68	889.51
646.78	889.99
649.74	894.66
659.32	900.47
659.52	906.34
659.27	904.51
659.69	907.76
666.8	906.9
670.71	910.54
678.13	914.69
683.98	919.14
694.52	923.99
680.72	924.89
688.96	920
686.11	925.56
684.55	924.86
686.02	928.23
672.34	926.55
661.59	913.63
653.02	902.7
659.58	908.68
660.11	911.98
668.96	916.62
685.71	924.72
683.76	922.34
688.35	928.05
690.92	934.34
695.83	936.76
691.43	934.72
691.49	935.85
686.97	936.04
694.09	934.07
703.1	935.29
703.28	937.99
705.35	938.48
711.8	939.08
708.93	941.26
698.12	942.99
708.42	942.27
707.68	943.94
712.07	937.98
709.01	942.08
708.49	942
705.93	942.61
706.3	945.02
698.01	948.26
692.17	948.13
689.13	950.52
682.07	950.96
686.24	953.22
684.51	958.12
696.44	960.69
703.53	968.22
701.1	963.84
701.96	956.39
692.56	955.85
692.46	956.7
686.03	955.72
687.76	953.7
698.19	954.25
701.97	957.1
700.61	958.99
705.89	965.55
702.56	962.82
692.57	966.08
681.71	965.23
686.74	965.44
688.63	965.66
693.03	966.32
687.9	968.88
686.1	967.55
683.84	969.67
681.84	967.56
687.96	964.06
695.72	968.89
694.6	970.98
692.26	969.38
699.16	969.71
697.82	970.37
709.67	975.62
712.05	983.54
717.11	983.79
710.74	977.23
718.74	975.89
720.87	978.77
724.98	979.19
728.49	982.63
725.77	989.9
718.74	986.07
722.46	988.3
730.87	989.34
729.03	995.25
732.3	998.02
734.9	993.3
738.9	1003.28
738.93	1007.29
743.85	1019.93
740.42	1022.3
736.83	1019.81
733.87	1030.09
734.05	1028.38
733.14	1037.6
733.92	1040.79
726.37	1033.52
724.64	1036.16
729.43	1043.81
728.92	1046.51
723.87	1060.43
734.66	1068.29
727.33	1057.23
735.76	1064.6
739.06	1080.66
741.38	1080.11
742.45	1076.53
746.16	1098.35
745.54	1098.26
740.94	1098.59
738.25	1088.42
734.98	1079.6
732.4	1075.47
736.29	1089.32
730.55	1081.6
622.14	1060.36
691.55	1076.3
676.1	1076.68
680.31	1079.72
688.72	1078.15
687.88	1083.22
680.36	1088.85
679.84	1096.24
659.25	1117.09
648.22	1118.18
628.19	1120.4
633.82	1113.02
616.75	1118.96
622.27	1113.19
637.63	1106.06
645.71	1119.33
656.31	1127.41
655.9	1132.61
651.47	1139.71
654.89	1147.66
658.17	1147.76
655.12	1157.85
650.76	1169.12
657.16	1183.04
660.71	1179.66
657.65	1169.89
653.92	1177.53
653.49	1181.42
654.04	1189.35
670.6	1209.48
674.42	1225.73
673.63	1236.63
675.33	1243.57
691.28	1248.83
695.27	1240.87
697.46	1231.87
692.48	1234.31
697.84	1245.64
693.86	1258.63
688.01	1262.09
692.38	1278.22
693.61	1276.52
690.76	1283.47
688.7	1272.87
683.95	1237.08
677.13	1196.45
680.6	1180.91
679.02	1164.68
674.24	1130.96
670.37	1156.58
671.98	1187.06
671.17	1188.83
672.36	1203.29
675.2	1200.01
670.62	1166.38
674.31	1180.31
671.05	1182.2
669.14	1192.22
671.76	1205.28
669.56	1209.34
674.84	1221.72
677.79	1235.65
679.04	1244.32
678.57	1247.17
669.04	1235.24
671.62	1235.89
673.71	1246.87
679.62	1246.3
686.53	1256.82
693.54	1271.31
692.47	1277.48
688.55	1298.36
689.48	1306.34
695.1	1306.22
692.46	1307.19
695.03	1330.26
692.27	1328.63
687.23	1306.36
687.53	1315.37
686.18	1321.36
685.48	1317.5
690.3	1317.5
690.79	1315.97
695.11	1324.77
699.16	1322.25
709.91	1342.79
716.44	1363.4
712.87	1354.67
706.29	1350.84
707.19	1355.62
706.9	1351.45
712.18	1359.59
713.27	1346.1
721.66	1352.41
724.37	1359.37
728.76	1356.84
728.22	1347.17
732.77	1367.51
731.22	1354.98
720.72	1340.98
719.14	1339.08
727.93	1345.99
727.79	1343
737.4	1339.18
753.93	1360.07
770.61	1360.27
760.59	1369.59
759.42	1372.38
758.83	1364.41
752	1352.39
754.15	1357.66
743.42	1360.58
726.6	1353.03
734.93	1357.18
744.25	1360.65
766.2	1372.28
763.78	1376.79
777.1	1386.27
776.2	1387.96
772.05	1391.57
764.12	1377.13
766.97	1366.99
771	1357.43
777.68	1350.72
776.79	1354.38
792.71	1364.37
813.52	1373.14
825.45	1377.14
823.93	1369.3
832.38	1373.84
844.19	1378.69
858.45	1371.45
846.28	1359.27
843.87	1366.02
859.14	1384.72
857.08	1381.51
856.91	1377.48
849.56	1369.23
847.26	1376.4
850.54	1382.36
862.62	1381.53
880.95	1392.18
883.65	1379.73
884.16	1381.5
863.58	1355.38
859.76	1373.71
833.47	1339.49
830.29	1333.28
837.73	1335.42
815.87	1290.9
814.4	1290.13
831.64	1307.17
811.83	1313.39
804.84	1287.7
793.82	1288.34
773.92	1251.82
750.69	1207.61
758.42	1191.55
792.02	1243.39
764.4	1231.48
784.43	1255.39
791.5	1283.62
790.72	1273.52
791.17	1278.27
788.21	1278.95
792.04	1263.7
791.58	1273.93
813.21	1288.68
820.19	1284.14
810.86	1283.75
814.5	1297.93
809.82	1298.85
801.46	1304.9
796.85	1290.7
801.54	1286.33
802	1285.94
807.1	1284.02
811.95	1289.5
802.65	1278.34
802.54	1277.33
811.79	1297.16
815.43	1308.67
831.51	1305.94
836.51	1317.24
835.18	1316.43
844.4	1320.89
843.05	1335.66
845.5	1336.3
852.47	1347.05
853.43	1368.72
850.58	1366.96
848.95	1374.36
852.33	1372.2
863.16	1364.14
867.59	1377.61
875.1	1376.93
889.06	1383.61
887.02	1375.25
894.53	1372.38
884.53	1374.39
876.75	1376.32
875.83	1370.17
860.09	1350.81
866.03	1359.83
893.45	1378.27
894.57	1398.35
915.03	1411.62
906.66	1412.79
907.28	1413.65
902.73	1409.16
894.34	1397.48
872.86	1384.73
886.31	1389.11
880.27	1413.85
873.64	1402.12
874.64	1402.25
861.93	1382.35
857.66	1383.43
861.51	1384.58
855.52	1390
849.07	1386.64
831.14	1379.91
830.05	1371.7
807.58	1359.85
808.82	1344.16
824.25	1353.55
832.78	1364.37
822.99	1364.99
820.52	1366.58
844.8	1374.32
846.44	1396.98
831.12	1419.34
833.34	1415.81
845.19	1440.39
841.39	1434.04
840.45	1434.16
834.09	1423.72
833.09	1410.56
836.4	1403.41
817.62	1391.61
813.9	1385.45
804.98	1387.21
813.6	1403.56
841.2	1424.02
852.06	1437.82
858.1	1447.04
842.97	1435.68
832.63	1435.38
821.71	1466.67
808.31	1470.77
811.69	1489.74
820.47	1491.66
796.47	1516.22
791.15	1507.04
779.79	1505.71
773.8	1453.66
791.25	1460.71
789.67	1439.49
766.53	1408.6
741.54	1354.48
728.58	1383.35
759.72	1405.4
744.36	1380.54
754.87	1388.5
763.48	1384.08
784.23	1384.08
811.56	1419.66
807.68	1432.35
794.63	1415.94
804.15	1407.38
817.49	1417.52
829.41	1423.15
832.11	1436.1
826.65	1427.19
824.99	1412.83
835.62	1425.49
827.13	1414.32
826.86	1369.48
838.74	1370.79
834.67	1375.43
832.04	1376.62
842.12	1368.27
845.76	1357.4
842.92	1330.61
831.41	1314.02
824.98	1280.23
827.71	1299.69
821.57	1296.33
806.65	1173.22
819.83	1206.54
827	1232.59
814.31	1201.35
818.04	1194.84
806.74	1177.53
812.32	1180.02
807.67	1186.54
803.32	1189.06
807.28	1201.02
820.31	1229.95
817.57	1245.42
822.96	1254.03
825.17	1258.41
817.03	1247.52
823.36	1250.41
825.71	1246.3
826.68	1225.58
824.8	1221.98
826.85	1225.71
826.19	1227.74
820.98	1248.19
827.1	1246.79
833.38	1253.64
845.43	1256.54
845.4	1267.65
841.98	1280
850.02	1279.3
837.66	1288.16
834.31	1293.08
832.19	1288.08
836.42	1295.31
833.63	1283.65
832.45	1279.86
843.15	1271.48
845.83	1276.09
848.71	1287.15
850.17	1280.35
846.71	1285.27
842.22	1293.09
839.28	1286.54
848.94	1287.74
855.61	1294.15
870.33	1300.67
873.82	1287.43
884.19	1281.2
874.54	1277.57
875.59	1274.78
856.8	1273.37
855.6	1274.24
832.99	1260.58
830.61	1261.82
833.65	1276.1
810.22	1262.49
806.86	1257.57
808.92	1253.12
809.82	1223.56
817.33	1248.57
805.58	1230.98
791.94	1230.96
791.66	1229.28
790.8	1225.54
782.64	1229.35
787.59	1238.06
777.17	1227.76
765.74	1212.59
742.46	1196.39
768.9	1206.67
768.9	1195.41
763.75	1200.28
778.42	1209.11
774.39	1203.89
775.73	1190.54
768.59	1186.57
760.01	1153.7
742.15	1153.33
743.03	1134.14
730.56	1127.26
722.5	1121.25
721.13	1139.81
721.86	1135.49
730.29	1150.39
717.06	1144
693.41	1127.6
669.97	1119.42
664.52	1105.04
687.3	1103.48
682.15	1109.57
694.14	1139.41
691.48	1141.59
685.47	1141.75
685.53	1154.09
676.73	1150.8
669.9	1159.94
676.32	1163.09
678.66	1159.1
674.67	1148.68
667.12	1128.86
676.35	1133.59
705.35	1129.56
690.7	1120.31
702.93	1127.46
701.6	1112.53
705.6	1109.43
707.48	1095.05
697.23	1084.36
691.33	1069.42
690.05	1073.21
676.53	1071.43
681.93	1085.6
678.2	1078.73
668.92	1070.5
675.99	1067.65
682.83	1070.46
684.44	1100.5
659.51	1086.99
649.93	1085.38
654.85	1085.06
645.8	1070.54
665.66	1075.93
663.61	1068.55
655.54	1062.7
646.8	1041.07
654.34	1044.03
642.39	1031.63
624.56	1012.37
605.14	1002.99
600.38	991.66
624.83	1025.7
614.49	1028.62
608.25	1026.18
620.43	1028.4
621.14	1024.74
618.97	1020.53
601.29	1019.72
596.54	1018.68
590.05	1016.7
551.8	996.84
528.71	997.23
492.34	970.19
499.99	968.89
451.96	934.01
476.33	950.76
500.77	966.06
481.5	949.88
477.73	920.02
471.31	905.23
476.95	909.51
478.79	918.16
465.24	904.28
432.87	859.11
398.04	832.44
384.15	829.41
408.31	853.56
416.53	863.61
449.19	899.35
457.62	905.58
457.36	915.24
462.93	895.95
463.81	893.95
456.44	904.24
442.31	894.6
435.7	890.34
433.47	880.59
429.97	881.65
434.21	884.06
419.97	883.09
408.51	877.65
393.85	865.32
397.51	866.88
386.12	855.39
391.85	860.18
395.22	856.37
389.81	869.98
401.84	866.14
390.92	848.43
387.32	845.75
392.92	847.53
392.87	846.86
423.79	835.17
424.61	860.68
424.79	852.27
437.06	846.47
445.31	854.8
445.94	862.5
451.72	880.5
447.01	876.4
434.08	873.43
440.4	871.16
439.17	869.62
446.62	867.35
449.96	881.63
478.69	920.66
473.15	922.23
462.96	927.62
465.03	910.52
459.06	919.07
452.8	923.57
433.81	913.7
439.51	913.46
426.26	897.45
435.2	896.47
435.71	890.28
433.19	880.37
431.23	873.41
438.27	879.02
433.52	872.69
448.35	879.63
435	883.16
437.69	884.45
430.69	879.67
433.04	876.8
433.44	879.95
444.39	896.64
443.17	903.52
444.1	897.07
440.63	894.6
445.77	909.84
446.64	907.19
438.22	898.53
439.6	895.23
441.62	899.59
434.67	889.71
434.99	887.83
431.32	894.07
434.24	896.51
431.94	893.42
431.52	890.67
416.52	876.56
413.09	868.74
417.86	866.93
417.11	869.24
419.51	858.22
417.41	855.25
414.41	850.37
415.04	838.39
424.79	843.45
424.61	840.88
422.32	841.87
426.2	847.96
427.72	852.18
429.64	856.82
438.17	878.3
438.16	877.92
436.92	878.81
439.4	885.47
440.81	885.43
429.6	869.34
431.5	872.55
430.09	884.18
442.96	905.07
446.04	907.01
442.56	919.84
443.57	907.87
444.07	917.89
453.88	941.38
452.97	961.28
456.8	965.17
466.28	968.37
466.38	966.6
460.62	968.58
466.06	978.64
474.07	992.68
474.99	980.12
472.72	965.7
483.5	967.46
491.69	990.74
506.26	1009.36
523.15	1023.96
527.72	1023.47
535.18	1025.5
544.54	1023.02
552.71	1022.84
526.55	1011.99
533.92	1014.21
540.22	1012.01
556.47	1023.49
561.41	1042.63
548.77	1035.56
554.02	1045.26
550.51	1053.14
542.69	1051.63
555.41	1047.68
555.43	1041.24
560.41	1044.11
579.98	1061.8
574.3	1063.62
582.25	1055.4
593.6	1063.97
604.57	1075.5
600.03	1072.85
607.73	1071.79
624.55	1082.97
627.07	1088.96
628.55	1090.15
611.92	1091.17
596.54	1074.12
586.14	1070.9
570.43	1054.41
588.98	1059.5
582.29	1045.97
569.85	1044.48
581.43	1057.85
590.6	1074.11
595.8	1075.77
601.6	1075.84
597.48	1075.24
586.42	1078.71
583.48	1072.69
575.87	1065.47
581.99	1065.68
566.03	1067.76
562.55	1063.66
577.75	1079.63
587.86	1097.24
582.74	1108.88
596.11	1120.9
613.67	1139.25
609.83	1134.7
598.22	1148.7
612.19	1152.15
614.24	1155.88
617.83	1156.43
621.96	1172.38
614.88	1164.48
621.95	1160.66
624	1174.9
641.43	1171.31
641.23	1179.88
640.16	1179.49
649.21	1183.97
644.2	1184.88
643.75	1188
643.02	1186.28
655.68	1186.19
654.25	1188.57
632.05	1169.05
640.25	1164.41
631.28	1155.53
640.98	1163.43
644.63	1163.79
653.2	1174.49
655.46	1171.09
658.28	1172.56
652.4	1176.9
656.98	1174.27
654.12	1171.28
654.12	1168.01
665.54	1173.66
668.41	1178.74
682.57	1190.39
691.73	1202.07
695.59	1196.46
703.09	1201.28
707.81	1208.28
694.32	1203.36
703.16	1207.47
710.25	1212.98
709.23	1218.8
713.67	1221.2
730.52	1219.07
728.54	1218.06
721.57	1217.39
708.88	1205.95
715.29	1208.21
717.07	1202.08
726.91	1208.35
724.56	1206.25
718.47	1216.45
731.39	1212.73
741.92	1218.61
744.03	1230.09
746.87	1233.82
751.86	1233.33
746.67	1233.51
731.47	1246.84
692.72	1246.86
717.12	1256.77
731.61	1261.49
725.6	1265.74
716.35	1260.06
708.76	1260.02
711.83	1259.92
714.54	1260.3
703.95	1249.05
690.1	1241.75
685.24	1243.23
677.22	1241.76
668.48	1242.32
686.41	1253.84
681.91	1253.96
698.63	1260.76
713.48	1267.75
708.2	1274.08
717.9	1270.15
696.72	1271.75
698.33	1270.96
706.75	1278.31
706.55	1279.95
707.26	1275.1
700.42	1276.65
695.25	1274.36
690.41	1270.88
676.22	1272.09
695.69	1271
685.73	1270.61
689.07	1259.11
710.01	1266.71
693.51	1271.15
706.84	1272.35
701.58	1270.2
698.82	1261.46
694.71	1255.76
703.64	1260
709.74	1265.45
709.64	1270.81
716.01	1269.03
715.81	1266.97
715.17	1255.66
724.4	1260.42
729.8	1260.53
727.21	1263.94
733.71	1272.73
742.16	1275.22
734.54	1271.12
732.28	1275.75
732.11	1288.24
735.73	1293.17
734.63	1291.42
738.96	1292.98
746.95	1294.51
745.24	1292.85
746.74	1289.51
749.42	1294.71
746.52	1298.58
746.89	1297.99
736.48	1300.35
731.8	1306.62
718.99	1308.36
714.1	1300.45
710.39	1296.79
701.66	1283.02
690.46	1265.77
689.72	1264.51
696.55	1259.16
694.07	1263.76
707.65	1267.15
702.52	1265.03
691.41	1247.9
688.09	1235.22
685.89	1233.86
688.41	1246.17
695.41	1249.42
698.03	1253.39
697.49	1259.07
695.66	1259
700.44	1257.67
705.8	1266.44
715.58	1266.43
715.18	1270.78
717.1	1270.78
733.19	1288.07
735.04	1286.1
730.82	1284.09
723.96	1299.78
720.29	1324.22
718.77	1317.94
720.84	1328.22
720.84	1328.22
733.34	1311.2
734.83	1299.67
752.2	1298.86
765.54	1301.95
759.02	1301.94
774.59	1296.6
772.25	1293.65
782.48	1304.85
786.54	1309.45
784.38	1312.48
778.86	1315.14
771.4	1319.21
788.8	1319.35
787.98	1320.57
801.32	1329.84
801.15	1335.94
808.15	1341.75
812.63	1345.09
783.93	1332.93
789.66	1333.98
760.9	1339.61
736.16	1332.77
726.29	1326.67
765.76	1335.9
757.85	1333.64
761.18	1337.01
754.58	1336.78
764.34	1340.07
762	1339.72
749.49	1333.17
753.2	1335.86
763.51	1346.38
796.86	1342.89
785.25	1331.87
768.55	1332.89
779.06	1333.97
772.09	1340.72
773.72	1344.1
766.55	1346.92
768.79	1339.3
753.26	1334.27
760.11	1330.17
765.54	1308.23
744.31	1273.69
721.29	1250.13
728.94	1248.94
737.28	1269.16
750.43	1285.01
740.92	1282.97
749.68	1276.02
765.96	1294.44
771.48	1294.39
759.85	1286.27
757.41	1288.18
764.21	1290.08
768.16	1291.31
769.55	1294.67
781.13	1297.16
780.37	1298.37
786.64	1303.13
789.34	1304.47
791.85	1317.69
806.07	1335.29
804.13	1323.44
806.52	1329.7
793.19	1325.87
793.67	1326.45
804.4	1325.54
799.09	1319.84
797.31	1314.02
802.57	1307.44
804.03	1299.5
815.52	1307.08
814.68	1311.75
817.57	1316.03
820.6	1324.31
819.61	1326.74
817.35	1332.87
819.54	1341.08
821.02	1334.08
827.54	1336.65
830.4	1333.35
824.41	1337.67
830.93	1341.02
833.01	1336.05
840.24	1345.68
853.68	1352.23
853.78	1355.19
854.59	1358.41
855.83	1360.92
863.18	1363.6
864.48	1363.83
867.34	1362.74
874.92	1362.08
875.07	1360.45
875.18	1360.66
861.95	1359.71
862.16	1352.91
860.55	1370.58
865.78	1378.47
880.02	1385.51
891.23	1392.56
893.92	1395.02
894.78	1403.15
890.45	1405.77
884.51	1396.97
886.1	1408
900.37	1411.05
909.65	1422.49
919.34	1431.96
920.54	1441.07
929.9	1435.67
931.52	1434.68
923.89	1434.27
923.88	1434.14
921.49	1437.78
937.04	1456.96
921.39	1474.44
921.1	1472.95
923.57	1466.97
923.06	1469.69
937.21	1475.99
945	1474.75
947.1	1458.08
951.9	1451.19
962.47	1464.71
959.27	1459.64
969.65	1461.78
975.3	1463.5
978.58	1466.32
964.22	1462.27
969.28	1472.19
979	1479.61
970.9	1481.45
963.19	1481.41
977.85	1487.41
977.08	1486.57
992.6	1496.97
993.72	1496.38
997.15	1489.86
984.03	1480.7
989.27	1488.65
988.11	1486.78
988.8	1491.02
992.24	1490.64
996.04	1496.94
983.96	1499.11
987.23	1499.44
984.46	1505.66
1003.24	1509.66
1005.58	1506.57
1014.2	1507.6
1031.61	1511.74
1049.79	1519.84
1047.55	1526.53
1042.28	1528.01
1029.86	1513.7
1018.86	1499.81
1029.14	1501.56
1000.73	1503.54
1004.72	1496.65
1008.77	1506.05
1019.19	1503.2
1009.47	1487.53
1005.97	1488.54
996.42	1496.49
991.71	1492.05
1009	1495.95
1005.12	1485.23
1017.64	1485.42
1031.97	1503.22
1034.06	1500.98
1025.08	1510.06
1035.85	1521.29
1033.32	1509.79
1037.41	1510.58
1035.47	1509.1
1029.6	1497.52
1022.46	1499.88
1006.51	1495.88
1013.19	1505.18
1019.14	1515.05
1021.27	1514.48
1021.99	1511.58
1019.46	1511.72
1028.33	1517.44
1034.59	1524.34
1032.76	1518.91
1042.41	1551.89
1050.78	1566.17
1050.98	1568.37
1036.45	1572.21
1018.03	1563.52
1013.39	1562.94
1019.51	1566.49
1035.08	1571.56
1032.26	1569.89
1023.19	1574.49
1024.54	1570.04
1034.8	1566.51
1006.57	1547.43
963.68	1542.97
959.17	1526.43
978.07	1520
986.71	1526.96
981.83	1521.89
964.1	1519.94
977.84	1531.82
985.63	1535.6
983.53	1539.55
969.89	1536.07
949.09	1503.99
949.57	1494.52
967.07	1505.33
982.07	1506.3
995.57	1508.56
995.67	1525.85
987.21	1513.63
990.91	1511.11
977.22	1489.87
985.91	1489.27
987.91	1491.25
994.48	1502.24
987.59	1499.28
990.08	1506.88
995.91	1522.61
1002.94	1515.74
1018.57	1517.66
1017.01	1523.69
1019.22	1516.91
1007.06	1495.62
1022.89	1495.35
1003.1	1484.14
1008.13	1492.44
1002.35	1492.09
1003.29	1503.89
1019.93	1508.88
1019.14	1509.1
1027.54	1511.97
1034.39	1513.84
1037.73	1515.55
1032.94	1514.25
1036.36	1520.09
1050.67	1531.63
1047.48	1545.13
1064.35	1555.38
1078.66	1555.48
1076.13	1553.07
1089.21	1561.93
1082.69	1557.49
1076.33	1544
1084.91	1525.92
1090.67	1527.92
1095.88	1521.53
1107.36	1531.02
1109.92	1526.33
1105.29	1522.75
1105.43	1524.05
1096.95	1527.34
1101.35	1529.91
1092.31	1535.3
1093.56	1534.95
1070.43	1531.47
1073.87	1528.43
1050.85	1515.5
1072.47	1519.41
1085.56	1523.37
1100.48	1536.03
1086.27	1532.29
1084.96	1540.74
1075.91	1541.27
1077.5	1544.02
1072.94	1541.03
