R_SG,R_TH
0.119343894,-1.133639939
-0.980660402,-2.938742213
-1.812091654,-1.854803991
-3.886481086,-3.233923065
2.427779682,3.744647367
2.327409295,2.114668286
0.295936779,-0.558769819
0.25934463,2.212754003
0.170237344,-0.001916351
0.249340815,-0.91637789
1.035213683,-0.792206388
1.325075047,2.136932353
0.750229019,0.828524046
-0.666072483,1.828307333
-1.778935326,0.287599118
-1.411958863,-2.149976068
-1.600834586,-3.665094499
0.181937827,-0.228054753
-0.835438477,0.37522759
0.88087126,-0.280797019
1.520860119,-1.139095118
1.284269496,-0.822803356
-0.281699911,3.074552821
-0.350851207,-0.33113258
1.327950557,-0.406647677
1.019088023,-1.97846045
3.70947044,0.615533661
-1.288392973,-0.757503871
-1.276150995,0.781331834
-0.226747723,-2.696503196
0.764124962,-2.102433315
-0.70722445,-1.977471509
0.751219316,-0.174371668
-0.929306679,-1.018255958
-1.654266497,-1.294110248
-1.689629891,-0.554780385
-1.084294025,-0.590918299
-2.310775491,-2.435337341
0.528089963,0.308805709
1.449671026,-0.022508328
-4.667423729,-2.877370655
0.01965788,1.6907894
-0.281402825,-1.057992831
-0.57033192,0.197792153
-1.364648788,0.344052819
0.203734205,-2.157141528
-0.345253851,-0.614881074
-0.605577634,-1.42253282
1.679824452,-1.573963953
-0.151282052,-0.029112788
-1.233519386,-2.81008599
-2.468420116,-1.851275055
-0.688265718,0.149877459
-0.306046981,-1.929913686
-0.950366065,-1.242090259
-3.558652839,-2.851755231
-1.737299125,-0.567768579
1.487590862,0.16525571
-2.793758283,-3.363743311
0.064255288,-3.055647228
0.065881374,2.578600639
2.439326107,0.112451166
0.226730747,-0.02529049
-0.500466925,0.861881315
-0.22950495,-1.222262357
-2.368859501,-4.152267807
-1.681080804,-1.845694957
-0.590108248,-2.520262582
-2.131294911,-3.930794322
-1.362818571,0.191485346
2.024723237,-0.137193928
-2.482560825,1.772142197
-1.832636782,-0.204091315
-3.243806814,-1.836601827
-0.434981403,-1.327724058
-2.029686484,-5.381493265
0.86675054,-2.840370106
-1.559989205,-1.615544022
-4.72394645,-5.89012446
-1.909832715,-2.284914027
4.866067459,5.846530757
3.807582479,7.823171088
16.44320263,-3.738333728
-20.4923466,-3.006188318
-1.18366905,-0.669142071
0.072893943,-2.333070016
-0.352980953,-1.372640622
2.257235439,0.33643973
-0.25593895,2.320220463
-0.914356339,-1.437270577
5.900525628,3.906531836
-1.679540245,-1.537041787
-1.078262513,-0.53478022
-0.514080555,0.421469902
-1.171806874,0.303091397
-2.162849411,-2.776467139
0.013969686,-0.390640169
1.71827063,2.980979264
1.107020576,2.972725017
1.944196175,4.598152742
0.927006577,0.829656373
-1.867488334,-3.555443887
-1.903028217,-0.285784184
-0.011745476,-3.668310077
0.811102451,-0.275542194
-0.393031024,-2.02071529
-0.42002914,-1.196324712
-1.163765497,-1.218400241
-0.508336,1.22589846
1.02099807,-0.007498219
-0.710923384,-2.210055646
-0.08338711,-1.098425088
-1.533149207,-1.550479206
1.366166096,-0.790299289
-1.527650169,-1.81346416
-2.957415574,-5.565295806
-4.169328344,-1.406444551
0.089989977,5.375485273
-3.350027881,-3.500336468
0.401505905,0.186868312
1.081271636,3.210796634
0.205162216,-0.152147571
0.063889319,-1.693267548
-2.274293369,-2.444674461
0.11708944,-1.264664977
1.94113779,-1.18851351
0.320624335,-0.286123228
-2.652971143,-3.590244247
-7.252429481,-3.610198082
0.547488619,-1.671960224
-1.846994079,-0.091568478
-0.947007213,-0.043403825
6.847930759,6.195450917
0.760354488,-3.558207444
1.913246589,0.529486044
-2.337777705,2.277813374
-1.374724098,-2.877796424
2.847068707,-0.641451119
2.747194016,-0.123100248
4.81101736,3.546371915
-0.564569309,0.615386557
-3.093830912,0.814668457
-3.359029796,0.013521736
1.543672546,0.566268198
0.51966667,3.582972054
3.381719646,7.855156108
-0.868586742,-0.500892634
1.566802346,2.546342065
0.121395423,-0.600979871
-2.546926701,0.255759647
-1.765454635,-1.150142117
-1.80849731,-2.129364131
0.85843239,0.760521465
3.319573438,5.90350717
3.139326334,8.023263759
2.665634768,2.520385436
4.009065666,-0.582892101
-0.094477037,-0.20998648
-2.984102867,-1.762573658
3.877075341,3.470907253
8.852279826,7.826130344
-0.973822402,3.732487739
2.859293495,-2.539828764
-2.073214209,-0.459186063
-0.358583979,-0.796145263
3.537927983,0.065804938
2.281337423,3.454351579
0.459028563,4.329193308
1.58730171,-4.075317027
4.74365199,1.092743004
0.026121958,2.427525594
2.930972677,3.141078862
-0.117666525,2.225758256
-1.220169361,3.931843434
-5.153275131,-3.444192143
-3.949763621,-7.77869971
5.37806851,5.670610367
-3.256642535,-6.733814743
0.808623016,0.159004009
2.845024752,3.418229606
-0.48274564,-0.32208016
2.866842262,0.304696917
3.466009068,3.81748524
2.353314704,3.660965447
2.131582005,4.854303133
2.578068398,-1.749195214
-1.597374347,1.89763914
0.013663118,-2.27891033
0.291513996,-2.41243544
1.550198047,-2.791283389
-3.43629537,-1.852677543
1.08201863,-3.729982788
-2.945552553,-1.544863171
1.014613082,-0.068098716
2.652532693,3.675366432
2.198655027,2.612115096
-0.939404481,0.211158114
-2.276889354,-4.371149214
-0.815932964,1.236202295
-0.673906906,-1.340637917
0.520312774,-1.721404373
2.869449977,0.960966591
-0.587085137,-1.398953737
1.044089296,1.813395564
-1.992965321,0.270502339
0.591947805,0.769679726
-0.82768441,3.778623223
-0.20436863,-2.381800558
1.171965887,1.130562337
0.387146658,0.244214075
-0.995575901,5.940347134
5.523971849,6.160166146
3.547986002,-1.209591396
1.782578395,0.429029072
-0.135998933,-0.057598639
-0.396096698,0.152688982
-2.032248289,-3.624074009
-1.98970503,0.357263434
1.57385145,-1.337203515
0.282968493,1.024019788
-1.697098204,-2.432456626
-5.614018645,-3.547084662
1.358380625,0.934087024
2.80407159,1.751348782
-2.179412488,-1.917804007
0.148555119,-0.866756208
-2.952540271,-4.447305005
-1.438257074,-2.629234775
0.882115499,0.02069567
-1.366903593,-0.091684788
-1.727850302,-2.150427549
-2.308624237,-3.197790634
-1.528030872,-1.769846228
5.342965953,-0.346918663
-0.171090225,10.22854913
-1.475196464,-3.20542138
2.901300452,0.029715916
1.86490128,-0.610948271
0.017853253,-0.242431617
0.750516611,0.734463205
-0.053877784,-1.046597676
0.119767708,2.455550109
0.47341213,-0.623751581
-0.197571349,0.790796825
1.23544155,-1.287868681
1.127282521,-0.276230962
0.150267131,0.139695961
-0.782755798,-2.128346657
1.993846226,1.113351974
0.149595779,3.516994999
0.947438507,0.167872688
0.567128936,4.271383872
-0.311690653,-1.656855861
-1.309610905,0.519846622
-0.27858871,1.697946893
0.470899729,1.308532221
1.662289553,-0.436098704
-0.321680236,-0.095650637
-0.70650294,-1.484691708
1.2076332,1.473754378
-0.191469335,0.330326122
1.36493275,-1.967944391
0.015149569,-2.177755818
1.754900594,1.365594113
2.329011274,-1.729882873
2.542023066,2.475311175
1.182024406,1.537409009
1.43037998,1.861553811
-0.239287782,-0.342027992
6.334595825,8.245531408
4.008587118,2.368993729
-1.798070782,-1.486034923
1.79915637,-2.034794845
1.082953424,1.099653697
0.155056675,-0.313667173
0.232402579,3.577975782
0.361451644,2.294960473
-2.112881713,-0.497319981
-1.021441458,2.166706631
3.655243506,6.0253242
2.394505317,9.623002933
2.188212864,1.362889797
-3.882173267,-4.863901212
-1.970913092,0.425019541
1.412882116,0.973974382
0.007411525,-1.766207719
-1.074560947,-2.00743676
0.77023709,-0.418160077
-0.15038276,-1.544825527
1.96780144,2.935406772
-0.330085014,0.404124689
0.80190301,-0.809889174
1.361294568,-0.056312767
-1.055052117,-1.969915488
-1.911257157,-4.11119425
-0.130872803,1.574939621
1.157120143,1.316022419
-0.633077557,-2.327206609
0.272782761,1.789448988
0.963450824,2.790978146
0.761867098,0.250286698
-0.709477536,0.08818713
1.392480363,1.412935605
2.076570436,2.133315968
0.504625126,3.352335983
1.162394732,0.183963885
1.814472906,-0.860093667
-0.426125646,1.48965788
-0.562701079,-1.182474273
-0.148143467,0.239577516
0.660306607,2.078899391
0.643902253,-0.334821741
2.374240911,3.698975386
0.134319621,1.392664563
2.062207463,-0.905333261
1.113059757,0.549330389
-0.59903574,-0.022062474
-0.689959672,-2.225557355
0.801893478,-2.711856178
-0.615346935,0.792753955
2.494349335,2.191349178
-0.496630391,-0.033755908
-1.638076724,-1.194387624
-1.434270566,-2.053901316
0.712299063,-3.84343684
1.002889905,2.570130436
0.783035726,0.448382953
-0.927068484,-2.296271309
0.006426263,-1.257245628
-0.964413023,0.545070493
-1.09508683,-1.662628001
-0.605327587,-1.403842847
0.778075182,1.289142795
-1.915884114,1.809535469
-1.414111142,-1.959252982
-3.831875096,-2.386530005
-2.553750374,-3.868021645
3.018462946,0.919981695
7.107464078,-0.671209063
-0.043331695,-0.439042676
-0.801048636,-0.9236722
0.689138078,0.761547898
0.029388646,-1.022598443
-2.9281835,-0.966040545
-0.621968353,-2.273519254
-2.280768891,-1.42647224
-1.747137399,-2.196394932
-0.902156876,0.541840028
1.457083892,-1.346989685
-0.756888782,-1.639736771
3.242025828,-0.377556564
1.026496668,1.990981007
0.837058459,5.245171407
1.735812533,1.728410306
-0.186145638,-0.366587352
0.767792362,4.84115288
1.218001054,-2.731659842
-0.366444168,0.321800608
-0.150951838,-2.446970611
-1.359024314,-2.706058155
-0.194786115,-1.825283474
-1.188695168,1.030528343
0.314813662,-1.646435695
0.268239484,0.627624499
-0.381648975,-1.223624561
1.421149552,2.233157166
0.265227864,-0.039443614
0.288369462,3.204019002
0.152742029,-0.252036679
-1.028373532,-1.185403892
-1.460212815,-2.00356739
1.99448553,1.905477847
-0.423515335,-0.905585244
-0.656434232,-2.016933739
-1.981533458,-3.68360042
0.035782847,-2.390906008
-2.416806927,-4.716710009
-1.428171698,0.034024734
1.696754382,0.80535249
-0.339930214,1.504601358
0.215868384,-0.404838105
1.440173768,4.453994535
-0.654909375,-2.763569618
1.308947926,0.706858943
1.728075883,-0.969744259
0.912655481,0.643348629
-0.258828897,-1.168657218
0.365377396,-1.058968842
-0.186770482,3.158796744
-1.075980926,-2.487326475
0.805110643,0.328960248
-2.457842009,-1.899336193
-3.344578888,-3.305192255
-0.515006193,-1.157204902
2.108996542,0.116595954
-0.394758834,-0.483538919
-0.005948132,2.668114584
-0.191023921,0.629049253
-1.226745611,0.018441678
0.714891716,2.638675517
2.167772029,1.474603639
1.256754701,-1.016398027
-0.766057215,2.735824817
1.484632391,0.223402764
1.045763033,4.02872752
0.07627639,-0.338756944
0.308774299,1.881957329
0.976295886,-0.007035565
0.690038684,0.675496626
1.481768053,0.636249679
1.817477658,-1.239069327
0.580098698,-0.835446408
-0.447656375,-3.14720102
-1.137062958,0.209515997
0.961482904,0.158064353
-0.455427733,-1.256801716
-0.175335577,-0.243893547
-0.919655343,-1.538587488
0.505857586,1.336123282
1.531921838,1.887656887
-0.600685931,2.147472665
0.659260252,0.203941355
-1.282138056,0.224801619
0.841767577,-0.806896183
0.022895058,-1.258873583
3.183355945,-0.130387559
2.212852591,-0.147494435
0.879872892,1.560580985
0.597257593,3.655820657
-0.717898099,0.647873791
-1.695413982,-0.084466213
-0.627441893,-0.034263394
2.458671591,0.367148629
-0.118512159,2.552947638
-0.299224269,-1.284058687
0.888287934,2.989064186
1.68438259,0.598081403
0.920609616,0.023849014
0.564502344,1.112392095
-0.54815426,0.109276749
1.045610239,2.633343905
0.278256414,0.520108523
2.018939852,3.374522029
-5.655435407,-6.765965156
-1.339741821,-4.925608787
2.117544119,2.013595724
0.738437924,1.565649786
-1.378737196,-0.265789573
-0.074788225,3.424544251
-2.1329039,0.571754443
-0.955430162,1.471027826
-2.837572121,0.447197522
2.654628139,0.063722419
-1.613004904,-1.599106116
-0.609274807,-0.355596835
-1.146239792,-0.841720386
0.919014189,-0.848865502
2.024944223,1.205357078
-0.906635584,0.533413
-2.419949813,0.025130364
1.826924335,-1.465977171
-0.976398738,-1.033755468
-0.157058894,0.034345083
-0.826273614,-2.152020227
-0.090733103,-0.642381653
0.431369525,0.664308112
0.055467584,-1.894532585
-1.659370013,-3.777212483
0.587532971,-1.90682751
0.798226809,-4.108513724
-2.391087298,0.623958004
-3.302836642,-7.345452321
1.464571736,2.490921702
-0.658476063,1.55595538
0.784700338,2.883855806
-1.021363406,-4.596746605
0.087281654,-3.689894287
-0.304637092,-0.740068804
-0.183702605,5.199414681
0.324565009,-2.133014815
0.138777459,-1.012600468
-1.361605546,0.284352894
-0.899167417,1.360494147
0.467404163,1.96978595
0.667701408,2.305193637
-2.061421862,-0.505749923
-1.53895244,-3.603374956
3.515901737,3.445896577
-0.832784797,0.312215357
1.975448209,-0.683143101
0.710226918,-0.783961868
-0.31874295,0.977116238
0.905682464,1.277423713
3.248766782,1.004439759
-0.426696243,1.023550389
-1.19251645,-0.425206866
-3.008413893,-2.739965056
0.7426965,0.182520584
-2.897733116,-0.144989151
-0.636287865,-1.776837418
-0.157517097,0.667489757
4.528320062,2.033170514
-1.102539784,-0.032227277
0.209003178,-0.641745356
0.187964253,3.363950207
-6.580716575,-5.344811831
0.388363573,-1.961174753
2.545094679,1.53775874
1.032097643,-0.445754549
-1.476522266,1.407324879
0.834645848,0.373983354
2.004013653,-0.485437846
2.014845698,-0.304599687
0.574166918,-0.755336856
0.126530855,-1.278631567
-1.00277273,-1.474074049
-1.145339675,0.044750386
-1.972360364,-3.69945958
0.484545884,-2.32073846
-1.555967437,-4.061587774
-2.635010392,-2.055743135
1.137873069,2.676754997
-0.752335704,-1.83936051
2.124469059,3.147057083
-3.075553683,-1.966557998
-3.189215549,-2.967296135
-1.256645122,-2.235628106
-1.791604734,-1.954621059
-1.165996585,-3.97238427
-1.613276537,1.886209618
0.710410624,-1.489899328
-1.892790567,-0.20445591
-0.228135289,4.903455668
2.319788861,1.324359875
3.903731289,3.503237319
3.701072073,3.85085448
0.968344602,-2.05442522
1.642512382,-1.340619851
1.240510738,1.094246485
-0.86086403,-0.941794024
-0.02692996,-0.19060192
-1.154003877,-1.690164403
0.865643993,3.068933713
-1.184685255,-0.27249553
-0.799329669,-1.118015002
0.693916809,-0.261599432
0.953609476,-0.486805605
-0.035485811,-1.217005276
0.280093613,-0.215782144
-0.354062855,-0.777065533
0.458711885,1.037743743
1.206574575,0.089731708
-0.557061138,-3.384175916
-0.574410535,0.721068082
1.598562071,-1.994019087
0.077717147,-0.817717476
0.380952842,1.9359176
-0.751738127,-1.3816553
1.341249439,1.387849936
0.261529139,1.154765022
0.426616329,-0.275929905
0.298072701,-0.551067353
-1.351017839,-1.080118512
-0.24586437,-1.531404234
1.2698553,-0.69637943
1.448767941,0.366283275
-0.185460168,-2.149860271
-0.307515589,-0.713927826
-1.312949858,-4.185717648
-0.031449088,0.835716238
-0.915871746,-1.417351927
-1.071044209,0.952794709
-0.878903325,-0.894478669
0.596056265,-2.405238548
1.108781894,3.730438067
-0.394203409,1.920589946
-1.016318847,2.216148085
0.375815522,1.114010778
0.320521669,-1.520720412
-0.696826182,3.658769038
1.903989129,-2.782339239
0.796596118,2.293957016
2.465314164,1.517175362
1.494735513,1.855500914
0.964286357,-1.526277398
-0.98029957,-1.022261598
0.691716105,-2.076418211
0.445231058,1.214371029
-0.911625596,-2.595968774
-0.755661291,-0.341081069
-0.35343623,-0.156311091
0.452285222,-0.365678872
-0.434283713,1.144802408
-0.061864906,0.13895399
-0.214514973,0.341715355
1.349669744,-0.555072907
-0.556783094,-0.246249679
-0.668467392,-1.879680727
-1.017458741,-1.398112052
-0.301178283,-0.416541299
-0.725795611,-2.291515123
-1.595499015,-0.798800866
-0.190492242,0.871103714
-0.24380228,-1.156202301
-1.129599903,2.098232047
-1.839386494,-2.237600036
-0.091299737,0.121957609
-0.389454883,-1.731721036
-0.890029402,0.318381477
-2.846844301,-3.226723132
2.281596137,2.204313715
0.598930978,0.65086567
-0.969255802,1.163090685
-0.271902953,-1.992527831
1.619936635,-0.883245725
-1.213119225,-0.216614403
0.262712466,-1.93776932
-0.07332806,0.173039087
0.92253342,-0.864494818
-1.619043041,-0.681325817
-3.93749811,-2.416133563
1.401236821,-1.663264075
-3.577157087,-2.514021839
1.039226465,2.80932824
-0.292519497,-1.359395934
1.227120696,1.491224885
-3.507823545,0.721969045
0.554428197,3.116909202
2.989494323,2.943063782
2.081110478,0.148338456
-0.415694881,-0.405738855
0.343411047,-1.602727417
1.996296324,1.188045655
-0.167909011,-1.468778699
0.955198669,0.553323187
3.160686846,2.875417912
0.020586015,0.189262113
1.027330321,2.654431203
-2.687252751,1.41092773
0.717952311,0.147187211
-0.236761531,2.369434695
-0.633286614,-1.949603035
-0.881712183,-0.12269522
-2.458223201,-2.084808715
2.173355044,0.382303319
-1.161448523,0.162903178
1.251786641,0.428517779
-1.463485372,1.614538235
-0.995447718,-2.160874311
-0.508479625,-0.469182573
-0.694054332,-1.219698283
1.516384403,0.225431585
2.246930537,0.421319351
-0.244205294,-0.242041686
-0.672112987,-0.372977209
-0.282660866,-0.271811241
-0.433434363,-1.776017581
0.141788452,-1.471627559
-1.23677261,-0.876539087
2.245985136,0.20607183
-0.818601466,0.249660518
0.072979852,0.358711951
1.194272626,-1.498251876
1.498513295,0.849434512
-1.658442698,-0.231954597
-1.647393138,0.690595258
1.10008741,-0.727462977
-0.4513325,-0.036881316
-1.621554329,-0.436229897
-1.592443582,-0.022232103
0.211484415,-1.028056881
-0.540647247,-0.838429575
-1.65581868,2.671096983
3.132237647,2.440296844
2.776152019,2.833030621
-1.203268704,3.117313865
0.860879918,0.851555944
0.093448932,-1.594574511
-2.825978998,0.479014352
0.25033652,5.341772229
0.499837373,1.991286612
-0.697968747,-2.904682347
-0.462440665,2.104665432
-1.032482813,-0.228847598
1.017275961,0.823936718
0.214255675,0.701315871
-0.26671084,4.005326388
1.363252429,0.123369507
1.513806752,-2.22890261
1.506298703,2.298043314
-0.740447296,0.398878871
-1.181187222,-1.513946706
-0.28811963,-1.815332569
-0.263210808,1.337103235
1.568972078,-0.855531643
0.848234577,-2.028315663
-0.06986733,1.199564553
-1.147452847,-2.130978659
0.479495547,-0.031725889
-0.202173304,0.269349763
-1.201676887,-2.033188125
1.433204796,0.861797089
-0.757365805,-0.671434536
-0.850014335,-0.390795814
0.115123308,4.80779826
0.688480569,-0.901534988
-1.188996547,1.72468602
0.528249103,-0.527511497
-1.846563506,-2.800220379
-0.237234368,-3.268968658
-0.37717062,-1.916633247
0.560513696,2.014608434
-0.291935814,-1.509623973
-0.360195894,1.721574814
-2.587013564,-0.696229135
-2.844089816,-0.69450438
-0.322549477,-0.939129834
0.092581755,-1.285187899
-1.219328948,-1.052462609
-2.859177377,-0.581894505
0.553007475,0.629664663
-0.213891459,-0.657131532
-2.607783082,-0.620007497
1.870698274,0.286370027
-2.116319006,0.264937275
-1.504058398,-1.356140621
-1.601935333,0.271313951
2.795877129,1.400457506
-1.52210673,-0.62881403
-0.290919455,-1.577297847
-1.354541393,-2.270208878
3.328113348,1.019289626
-5.009253615,-1.345800025
0.635613236,0.46254049
0.687919467,1.007287262
-1.472237214,3.106673619
-1.636469792,-1.612770724
2.474351738,3.668533646
2.457748744,0.248572516
0.62081341,-1.85902247
1.718643118,-0.699687311
0.073567804,2.182251402
-0.912138396,-0.030312727
-0.045496723,0.094276101
0.976018616,0.023555144
2.12787092,1.144131309
0.863494346,-0.369907945
-0.197586969,0.522803009
-1.124372905,1.774327701
-1.913410037,1.698492814
0.389174801,1.401609286
0.851947079,-1.658571493
-1.376144102,-1.0995163
0.626578132,-0.019512195
-2.025546045,-2.376206055
1.51199454,0.24283564
-1.155902495,-0.113028169
0.243292314,-0.811559936
0.932228107,4.254145032
0.276618781,-2.156978216
0.32077297,2.509859373
-0.273954132,-0.37216508
-0.665817042,1.837660592
0.339407257,-2.366199642
-1.166533906,0.229161724
-0.342793103,-0.016120972
-0.439696731,0.62039126
1.494432818,-0.617166858
0.268952827,0.103126016
0.275952478,-0.782542393
1.397155921,1.370259861
-1.265988901,0.673381727
-0.451795463,-0.063633473
1.044349489,3.361082408
-0.38399102,-0.834394037
0.977743683,0.535430938
0.445638227,-1.705984157
-0.709158456,0.344784695
-0.992799931,-0.351064524
0.067047793,-0.487890296
1.81913498,0.550670848
-0.54373829,0.357098487
0.146299812,0.296611048
-0.391979292,0.760908682
0.249778788,-0.204410378
1.098393753,0
-1.158143159,-0.031007752
-0.19648734,1.343087682
-0.562854373,-0.116343164
-0.336514469,-0.475964725
-2.000904426,-0.126280143
1.54489537,-0.243770853
-1.134155251,-3.470300457
0.685024573,0.752026997
-0.953231934,-0.219287879
0.218236711,-1.580946522
-1.320283231,1.866878856
-0.671036621,-0.015863699
-0.060221346,0.272505635
0.688534139,-1.193730453
-0.65473198,-0.865165805
0.314120323,-0.479213454
0.418721404,-0.903124669
0.063419277,-1.398393554
1.040652698,-0.920896702
0.509690927,-0.214757977
1.122111772,0.949490601
-0.879313903,0.894401086
-1.248419559,4.109237975
