R_SG,R_TH
0.535137344,-0.599992276
-0.066358604,0.814984929
-0.921492295,2.019702243
-0.02923852,-2.260018564
0.366082479,-0.514188907
-0.167672131,1.113900318
-0.645972253,0
0.127817428,1.7098167
-0.568171158,-1.104296159
0.28969872,-0.175317808
0.046568058,0.677651122
0.182998347,1.111105348
-0.661352104,2.212944338
1.244220164,1.90839796
-0.261748384,-0.913871595
-0.355368137,0.751291562
-1.174576734,-1.911533026
-0.014235977,2.979708615
0.31149015,-0.554733522
0.121489838,-0.457248167
-0.898932542,1.277982051
-1.949856905,-0.070085273
-1.180086413,-3.166577614
0.531805516,-0.386695748
-8.529071706,-6.956165973
-2.703257631,-6.734393667
-4.816727744,-6.262897212
-0.763520399,1.321556622
1.339623853,4.604083868
-2.160776634,-2.586001264
-5.65213287,-1.87595689
3.435849866,1.765102045
-0.246278669,-0.996034915
-0.297746026,-0.380166645
2.562162577,-0.330650884
0.658457367,0.826391075
0.962365355,-1.436048891
1.344233526,1.237324276
-1.121557195,-0.144775442
3.13184461,2.479066701
0.558052107,-0.759003466
-2.665400652,-1.289970589
2.456586301,3.305968943
-1.451285854,0.041861439
2.400074601,-0.104686474
1.458073186,-0.507535348
0.320054415,-1.026409731
0.552392585,0.481008213
0.712814088,1.544013168
-2.258311259,-0.585387922
-1.285650741,-0.500990765
-0.056901055,-0.45410621
2.083364125,0.222030435
-0.567511907,-1.218404249
0.146786155,-0.00712733
-1.248505517,-0.873367997
-0.747545882,-1.652930195
-1.12824692,0.54311311
-1.497440837,-0.528494296
-0.441787501,0.211733004
-0.080535115,-0.449553945
-0.40964363,-0.5694044
-0.488829624,-2.318145023
0.331403582,1.169516291
2.215487102,-0.08574891
0.552489615,1.348518194
-0.291597598,-0.313277691
4.706246334,-0.971853786
-0.700690241,2.670159738
2.08957738,0.517638846
-0.371160335,2.450150205
1.262370731,2.563395727
-0.964918865,0.660565421
0.486023512,1.230711742
1.182800325,-1.428765418
1.719401781,1.324252824
-1.653007914,-1.180795478
-1.510129587,1.655280241
1.646166995,1.582074331
1.058937109,-0.138884318
2.885789126,0.531345617
5.076260478,0.472860698
0.657856585,-0.393895142
-1.607896951,-3.069149414
-0.514792796,0.96191909
-1.571301985,-1.046741054
-0.721189247,-0.207268045
2.209677051,1.324522675
-1.021981302,-0.413717144
0.269757002,1.777230676
0.356027267,0.801389399
1.565530977,-1.079913403
0.862886339,0.885926921
-0.017836988,0.440037489
1.708890766,2.222889791
1.498056451,1.172398659
1.024124259,0.618864657
0.474710962,0.298587433
-1.051268892,0.188123213
1.204904875,0.018792871
-0.150701789,1.012706326
1.59801281,0.959572936
-2.162372637,-0.699486713
-1.183740841,-1.188268305
-0.84137166,-0.122113518
0.074647984,-0.52143985
0.585614557,-0.993836317
-0.499597703,0.915070107
0.191017436,2.996234628
-0.203043316,2.130573268
3.998988856,1.494938309
2.401556168,-0.443472818
-0.093675765,0.649755675
-0.88634914,0.208795971
1.766030373,0.123308198
-0.306587953,-1.231066369
-1.314867922,-0.148632608
-1.751159277,2.125109405
1.207065952,1.388228327
-1.817854152,-0.402913027
1.118287737,1.947631385
2.176642803,3.258088398
-0.359028301,2.091310371
-0.426749226,0.697257884
-1.028132603,-1.4588229
-0.770723384,1.639688444
0.143303753,-4.017889309
-2.435545389,-2.853688965
-1.339575637,1.505741968
2.059395519,4.273016859
0.772981803,-0.110210621
0.345640564,2.349734665
4.905235653,2.682724223
-0.098496007,-1.663374048
-0.371615678,1.844795058
-0.293831425,-0.010212158
0.260484938,-0.260763007
0.33905956,-0.737384994
-1.213919634,-0.787038702
0.149608776,-1.606112995
-0.461311344,0.933271755
0.478667158,-1.963360244
1.23015647,0.311738392
-0.361744188,1.959917327
-0.445526705,0.776960266
0.35224726,0.768401491
-0.089474524,-0.564121893
-0.249394735,-0.601100369
0.058507721,-2.021331453
0.447980118,0.64759362
-0.786684494,-1.067460836
0.456730022,-1.259496243
-0.798268057,-1.826074988
-0.270136103,-0.594993905
0.100614092,2.196989751
-1.454939465,0.234865465
-2.242997415,0.486867665
1.460124959,1.406860219
0.639689725,0.443518243
1.112103404,2.88196902
-1.35272376,-0.835254981
-0.961380005,-0.250649364
-0.182739289,0.10602124
0.737580872,-1.429060566
-0.329768339,-0.175809227
-0.369617867,-1.141058339
-0.933570307,-1.452965557
0.762738489,0.110448134
0.864472219,-0.420894211
0.037916217,1.126492266
-1.157150858,0.160277849
0.83613253,2.068410751
-0.104928174,-0.466470093
0.134887441,0.364451956
-0.182198774,-0.372332487
0.54445551,0.372332487
0.290580419,-1.651926946
-0.79522368,0.093083875
0.007499084,0.543472395
-0.522819552,0.7349391
0.342108263,1.205242461
0.404847178,0.344287885
-1.141453897,1.508068898
0.263365355,-0.193645435
-0.797453322,2.754440733
-1.427058892,1.494825593
-0.058791219,-0.416401915
-0.690856241,0.134908099
0.080716769,-0.292121524
-1.531519418,-1.045344434
0.377980679,2.096904549
-0.09315099,1.614358866
-0.00060516,-0.102982921
0.722969542,1.50303669
-0.474556747,-1.139478204
-0.640113615,1.130036003
-0.36823711,0.668190614
-1.98115301,-0.944770189
-0.622670126,-1.202638836
0.175713451,0.270364199
-2.278031624,-2.921455299
0.621248633,-0.780462852
-1.797808431,-1.965585272
-0.542780009,-0.400334991
1.799203086,1.173648333
-2.172489774,-4.443237332
-0.036556627,0.473680275
1.38692543,1.574917285
-0.016099378,0.43083618
1.939554466,1.112069786
0.981185725,0.665878819
2.640665985,0.828654493
-1.241277304,-0.587611868
1.468246572,1.11476646
-0.812893528,-0.062020121
-1.466016818,-1.248549193
0.366200739,0.673656179
-0.268623081,-0.324992161
-1.496455838,-1.71993481
-0.160926466,0.449884475
-0.214972263,0.906308666
-1.256035468,-0.918989527
-1.552842282,-2.881821368
1.907300569,1.268450142
-2.779503657,-3.547066502
-1.863860842,-2.151491392
0.778400753,0.002728699
0.685396388,2.052572871
-0.552714063,0.517265518
0.571832442,0.175368718
-0.470449181,-1.665054395
-1.841488023,-2.27145993
-1.057285144,0.143487883
1.886975866,1.200507772
-0.528594221,-1.928347263
2.800066215,1.772930128
-0.130887501,1.279739831
0.314495481,0.115776591
-0.605022733,0.378701856
0.707461369,-0.758843316
0.013041976,0.817802422
-0.009129204,-0.27633591
0.556010394,-1.053295178
-0.658445019,-0.356302989
-1.040712294,0.546174747
-0.433645144,0.303046934
-0.303876985,-1.36278579
-0.971545911,-0.822257716
-0.124209023,-0.270980395
-1.886682076,-1.05773964
-0.395116442,-0.496529528
0.175800073,-1.031767524
-0.668447545,-0.53847051
-0.359126443,0.994891663
-1.304061432,-0.090551522
1.670785479,2.067763911
0.041431314,0.204997579
-1.044455713,0.038736097
-0.099810508,-1.20785171
0.738190445,-1.486565322
1.093396804,2.086748573
-1.883975272,-1.486078099
0.547667864,-0.470029463
-1.264290617,-0.233000986
-0.367309224,-1.015033947
-2.775081494,-2.220053403
-2.533512472,-1.280457517
1.013010208,-0.053585783
1.289310141,0.859850526
-1.583928587,-2.067156872
0.234141116,0.571017961
-0.002951049,0.520087256
-0.254856255,0.333343563
1.146525769,1.29011192
0.804030288,-1.489389234
1.290052196,0.581845731
-1.437410481,0.156756069
-1.406789284,-1.374776161
1.196628023,-1.005790218
0.345187525,-2.002298389
3.649821804,1.358604045
0.653253065,1.364434485
1.856807228,0.114117553
-0.549932986,2.747197808
-0.018520487,0.530041722
-0.069310772,0.559024758
0.013728721,0.10969978
1.039944095,0.538092083
0.397272498,2.538811487
-1.91677772,-0.975590065
0.620857372,0.296212926
0.301814193,0.6234049
0,0.128689345
-2.474728242,0.312639826
0.450092316,-0.848067554
0.950808404,-0.555267292
-1.487797528,1.029168604
-0.031553815,-0.690567829
-1.520716159,-1.315659218
0.113863618,-1.521390229
-0.802649324,-0.406540038
-0.257725626,1.524675084
1.688558692,2.067601555
-1.255328446,0.241119359
-0.245792805,-0.979296435
-0.753312794,-0.408048172
1.120703554,1.761887348
1.750968557,1.151143733
-0.006322156,0.533613325
-1.290322237,-0.914934594
-0.737805155,0.038751108
0.650239163,0.8103236
-0.894993401,0.167308971
0.378720408,0.483891754
-1.075341095,-0.678655151
-1.15508932,0.205724703
-1.33240976,0.112284173
1.944005679,0.030103584
0.533361689,-1.230657696
-1.036670725,-1.335788626
-0.487482227,-0.639321739
-1.318144418,-0.311279894
-0.623678576,-0.628333861
1.485177655,-0.105583071
-1.27635384,-0.068545971
-0.17661106,0.154162415
0.157169191,0.108342372
-0.430182329,1.141833369
0.757944991,0.427303023
-0.41829189,-1.401152866
0.295226885,1.61132234
-0.622112766,1.918603863
-0.971951086,0.372776793
1.024504823,-1.40513663
0.20769218,-0.458863105
0,0
3.745926984,1.463757959
1.099235441,2.517152617
-1.058119837,-0.405288081
-0.513351862,-0.361040403
-0.924142248,-0.900174182
-0.266664871,1.161654525
0.156129201,1.193548744
0.278666823,-0.731567315
-0.345340086,0.90433172
-0.467961698,-0.069069949
-1.992413331,-1.472386391
0.631989344,1.062298739
-2.788407136,-1.362100446
-0.844791014,0.966399165
-0.330294308,1.547121425
-0.172558573,-0.039575226
-0.208711439,-0.919906279
1.02688303,0.970032254
-2.155837499,-2.372707687
0.405223604,-0.416802595
1.58380432,0.470805567
1.664827249,0.196863729
-0.237448455,-1.838007153
0.199433735,-1.350942571
-0.628573062,0.70951768
-1.259050295,-1.482951291
-0.256054268,-0.207637775
-1.242203443,0.80290258
0.204314243,0.674805743
0.419107172,1.742180445
-1.076758153,-2.135958164
-1.728001169,-0.261525342
-1.430811018,-0.133809119
-1.010676767,-1.458362107
0.188482852,-0.656000762
1.434433259,0.415115321
-0.15494132,0.294651165
1.539514425,1.33762462
-1.324607948,-1.018455882
3.16545201,2.297093169
0.851075618,-0.475152141
1.786271359,0.857498671
1.365079353,-0.170362474
-2.02542619,-0.645608533
0.900851784,0.678604574
1.037819596,1.202397391
-0.860293711,0.217072859
0.363211244,0.15978987
-3.914274467,-1.356821164
1.157478418,-0.641195422
1.331365145,0.220616713
0.212887861,0.576813751
0.855421515,1.847959785
0.333605948,1.040464084
-1.93573952,0.101061151
0.236406729,-0.314155899
0.393542113,2.199513761
-0.66863057,0.826086007
-0.76431712,-0.495352232
-0.878696232,0.225935977
0.241980587,-1.708414673
-0.652642597,-0.949156073
-1.838965533,-1.524657101
-1.12211197,-0.319679509
0.963499993,0.086793789
3.450543256,1.09738621
-0.255656936,0.45749528
1.386548342,0.162694903
1.2536352,1.273700175
-0.616822319,-0.157998716
0.791493526,-0.329967963
-0.632540139,1.605238267
1.351546159,-0.216199404
-0.321439358,0.856836524
-1.388874221,-0.984692091
-0.925405018,-1.041963156
0.489175859,1.034129951
-0.65638315,1.14236515
1.153134564,0.322169379
0.948235656,1.759935241
1.296428909,0.343261316
-0.754709217,0.955409301
0.998544278,0.569887192
0.424913979,0.10416926
0.349014575,0.10406086
2.324152502,0.237447552
-0.168895082,-0.269645296
1.641286092,2.202521755
1.867270503,0.712296718
0.81204272,0.61882573
0.31078978,0.255525578
-0.19482439,1.131241831
0.544692683,-0.342526763
2.091463435,2.137428767
-0.007435673,-0.874729318
-0.960455139,0.41505446
1.9285117,2.878474061
-0.469066989,0.877889712
2.290772911,1.77483307
-0.130907722,-0.337432089
-1.818080932,1.345129723
-1.866089333,-1.930056281
-0.112068565,0.856285171
-0.311581131,1.193579865
1.342777563,-0.399193419
-2.039980231,0.937646237
2.002077087,3.387051457
0.389176533,2.495142517
0.222958023,1.201410668
1.988521156,-1.29741427
0.188465447,1.482830906
0.276125221,-2.884304686
-0.222813123,-1.722450611
1.636791746,2.109250278
2.797684309,2.004992618
0.455318426,1.802753882
-0.628569188,-1.62484667
-0.313242311,-0.412905902
-0.645357995,-1.142310071
-1.299476845,0.233601877
0.406137016,-1.680087402
-0.487433637,-0.321054334
1.134734817,1.236838212
1.282796459,-0.907458524
-0.39646016,-0.456836115
-0.170303327,-0.711298753
-1.231742094,1.920789807
-0.114892742,1.523116617
-1.279765136,0.66911582
-1.877289641,-0.984949526
0.09871244,-0.044908958
1.539558431,1.74269451
0.060622853,0.962486713
1.233772001,1.965844158
2.409601903,2.30377891
0.469527105,-1.210765955
-0.291235891,0.040467496
1.736059718,0.282814868
-0.281488618,1.037803762
-0.353599056,-0.924517588
1.439370031,1.733119257
0.296135498,0.863838915
-0.599283878,-0.992172297
-1.880312084,0.288518855
-0.344337866,-0.991606036
-0.058969294,1.900728768
0.355171178,0.335314485
-0.180873185,0.77621012
0.539771908,-0.373458993
0.325326935,1.022758176
0.47149003,2.244392821
0.274064095,1.176253515
-2.631911647,-1.222875234
-0.853557147,0.54019378
1.679807597,0.19425614
-0.56522218,1.187593049
-0.28064871,-0.322492812
0.293903148,0.403393274
1.146462609,-1.796896325
-0.094881998,-0.967616046
-0.712612187,2.479310952
-0.203369198,-0.888973448
0.108976732,0.698386276
2.834731874,1.650237155
-0.257977685,0.196141458
-0.13999069,0.723945972
0.071861807,0.0103288
0.128240152,-0.3362333
-0.004905688,-1.607026654
0.811674426,-0.480309165
1.586487167,-1.542648066
2.809354256,-2.535730313
0.244768276,0.005510907
0.683449757,2.959143822
0.242509544,2.272724919
0.454629732,1.474355731
0.271103626,-0.613403719
-1.151811809,-1.764556795
1.047804074,1.333271539
0.298588635,1.295169479
1.020321524,0.851388427
0.453775952,0.707649942
0.706392347,0.040479002
-1.212095241,1.962009522
-3.366679605,1.787912758
1.361685657,-0.047113488
-0.798641761,1.399030443
-0.406680822,0.049662377
0.48909522,2.386529052
2.129498582,3.157079524
1.840066321,0.769803503
-0.910736784,1.290764582
-0.797658718,-0.918559439
0.337465144,0.51698234
-1.524199217,-0.994496574
-2.521288474,-2.562816056
1.077781478,0.913122006
1.696296555,0.710563814
-0.575291672,-0.117063098
-2.247652003,-2.548242211
0.602379629,-0.640270192
-1.833038597,-2.822337708
-0.893477969,-0.778428594
-0.312078526,-0.130329263
2.337233555,3.495246399
1.029788249,1.682732013
1.376135282,-0.758250343
-0.507110132,0.852628652
0.490420494,1.958610008
-0.314169281,-0.021232711
-0.734790374,0.766067283
-0.4646304,0.408580752
0.514637379,1.032013216
0.437365833,0.0667433
0.88968866,2.141629341
-0.813895358,0.409869285
-0.316862002,-0.579812606
-0.461736108,1.879362059
-0.281341753,1.165904504
0.68039758,1.286200375
-0.091188683,0.019487751
0.287223962,0.682454482
0.252307648,1.577233234
0.621105695,1.60899739
1.304485413,2.305798894
0.036844,1.031004069
3.570475947,2.403063661
0.003281037,-2.723462422
0.39512369,-2.460913982
0.311069306,2.962460494
0.587407386,1.270417025
-0.543435473,1.340157621
1.029692822,-0.224430193
-0.055345251,-0.175608199
-1.655635554,-3.010052499
0.375799834,1.42967703
0.669548469,-0.485478479
0.873842934,-0.360803469
1.83464096,-6.188532704
0.24024004,1.898994289
-2.214355525,-2.371468746
-1.107655799,-1.128004273
0.327311248,-2.14313127
-0.745048247,2.704546053
-0.326481878,2.27049358
1.398312797,-3.23746888
1.805740815,2.896543962
-0.825343436,1.03147637
-0.222923814,1.822032078
-0.298543683,-0.676704327
0.060638422,0.933927259
-0.143874875,-2.176647074
1.70876041,1.332232777
-0.262296619,-0.871810023
0.076750646,-1.268911488
-0.287721189,-1.11262406
-0.325277862,-0.633850746
-0.540745281,-2.193879966
1.087054021,-0.959674262
-0.003706322,2.599459061
0.164005581,-1.554672374
0.063413889,-0.497513464
-0.65456533,-0.788278676
0.658791493,0.62284087
-0.246472294,0.550871469
-0.166951583,0.876256384
-0.541459004,-0.758504996
-1.463440752,0.346772886
-0.689684123,-1.804984776
0.171507484,-2.426038168
-0.650013886,-1.278740482
0.396187289,0.685907421
0.087768319,1.877258419
0.214462701,-0.865211542
-1.47676924,0.0102744
0.344298894,-0.311636637
0.924001429,-0.237317977
-0.266798496,-1.929626949
-0.179903863,0.088727814
0.460323257,-2.967305153
0.489120777,0.526638077
0.776575001,-0.294637354
0.631701845,3.732942027
0.519841753,3.106385856
0.517153368,2.390688408
-0.305725567,-1.571683011
0.923851435,-1.025531998
-0.192095717,1.439658569
-2.360287169,1.482430678
-0.501798982,-1.065754521
0.309055678,1.311170624
-0.108683027,-1.027743806
0.824331468,-2.245355884
0.210647699,-1.322824569
-0.982515396,-2.114951858
0.226845648,1.969659523
-0.314480961,-1.263660098
-1.947114568,-2.402427543
1.636527537,-1.261773848
1.325572712,-2.205742386
-1.233868168,0.439090735
-2.857573063,-5.020290785
0.645868783,2.039752999
-0.067673263,0.630591312
-1.317057879,-1.748284936
-1.337485093,-0.247348502
-3.162371476,-4.719971537
1.312852433,0.154623266
2.434711412,5.425965484
-1.351098307,-2.48763723
1.462634374,2.555907714
0.708203083,-1.063466174
-0.754048032,-1.221089023
0.580281156,1.335984399
0.104071453,3.405901959
0.484053299,1.240059694
0.082777758,0.38448361
0.184883718,-0.94667102
-0.620794918,-1.183333281
0.605726566,-0.170652588
1.457210593,-0.102211939
0.117642545,-2.322922866
-0.001098823,0.024528441
0.4752113,0.098053643
-0.309425674,0.150162432
-0.499286202,0.141794292
0.354376141,-0.039095589
0.592036912,1.712315284
-0.941451929,-0.102557537
-1.249679997,-0.162062887
-0.249806628,1.168651645
-0.068288426,-0.106400728
0.48707289,-0.337418751
0.268771742,1.548750771
0.336198174,1.088197588
0.600781495,1.213108884
0.757957482,-0.344223839
0.423091814,-0.459785113
0.072335094,0.143717041
1.265251558,1.273570274
0.632540934,1.335816798
-0.043752935,0.261434129
-0.709650163,-1.099915281
0.082202163,1.123920923
0.474696304,-0.768029798
0.387299633,0.22801239
-0.386765129,-1.551950528
-0.178683249,-0.928020203
0.209145229,-0.100551495
0.548860497,-0.619456581
-0.881236971,0.537393543
0.423172926,1.573722351
-0.546019439,-0.872939981
-0.684581867,-0.254121915
0.308668869,-2.348203286
0.703347275,-0.033158855
0.329565267,0.239759094
0.895062461,-0.522846036
-0.021142655,0.832733576
1.056402472,-0.929387917
-0.416705489,-1.859253557
1.659086642,-0.046846353
-0.671256521,-1.294495407
-1.116073674,-0.656881529
-0.274910643,-1.886063858
-1.236925671,-1.136385459
0.251701248,1.367816578
0.155396879,0.961890507
0.538821838,0.422168584
0.862099274,-0.45701497
-0.637564693,-0.664398951
0.33191466,0.166931013
0.219091515,0.080028014
0.611645103,1.268522955
0.104791482,1.531758614
-0.166884002,0.493053804
-0.546928496,-1.244570126
1.253233541,2.636183786
0.588063725,-0.00477103
-0.22231344,0.047700063
0.045431314,0.284138451
1.233183957,0.0839757
-0.119369498,-0.188647895
0.313423166,1.703876029
0.123061918,-0.068662029
0.915147187,1.445942761
0.419104515,0.301117125
0.493232819,1.58125912
-0.343405043,0.01660791
0.321945547,0.952588488
-0.774115954,-0.065818016
0.689730502,-1.108940728
-0.416477468,0.391112147
-0.246598102,-2.241942245
-0.766264066,0.889985927
0.501915455,-1.20181563
-0.2165306,-1.384035108
-0.240296566,-0.20714663
0.524869293,1.264416958
-0.18154866,2.536317901
1.639573853,2.671083029
-0.106815589,-0.776051374
0.213517205,-0.800069822
-0.489779038,0.231590532
-0.094252829,0.904768431
-0.616073355,0.262909285
-1.057281684,-2.942885626
0.005580654,0.457729133
-1.003419405,-3.069510668
0.56566179,1.113379673
-0.612816854,-0.304249688
1.003890312,2.216517386
-0.878363531,-1.300400522
0.825056055,-0.490117979
-0.107208648,1.495074932
-0.492295515,-1.632245993
0.083749105,-3.376966667
1.469459696,-0.845874222
-0.370898998,1.054637575
-0.095972206,-0.191216834
0.83489616,0.799082849
1.098991576,1.460820147
-0.336637128,-0.337389614
0.254320352,-0.634115543
-0.288643502,-0.931754995
0.077086243,0.592645974
0.569093121,-1.137675929
1.150553682,2.894827082
-0.675655056,0.429095454
0.27463704,0.691649848
-0.890515575,-0.998180106
0.480000922,0.913713508
0.507611562,-1.207189701
-0.260609168,0.686531696
-0.317475429,0.194408504
0.506006513,1.301702913
-0.543974113,-0.07914885
0.549859986,-0.196620928
1.166387321,0.856809544
-0.057221278,0.416629531
-2.222836896,-1.213954757
0.217988057,-1.601583525
-1.070710264,0.520790242
0.903793844,-0.468124421
0.691603268,0.051090315
0.857831578,1.703461844
-0.709759561,0.643108541
1.157313982,1.208237829
-0.084584689,0.929257265
0.356811218,-0.624997395
-0.379671085,0.191922933
-0.014107632,-0.729478356
0.003891959,0.366150232
-0.22257135,-0.972868018
0.347034134,-0.221677753
-0.014577472,0.312017437
0.181580773,0.546318223
0.335589472,2.422156296
0.123202408,-0.143276973
0.90270413,1.469760395
-0.203094384,0.606559001
0.196395018,-0.259708727
0.120997937,-0.585016078
-0.594918833,0.383672763
0.122052613,-0.172903232
-0.298667761,1.179865883
0.527954148,0.941877654
-0.140483468,0.176323352
0.631342404,-0.073312753
-0.573782648,-0.300862558
-0.536106659,-1.565450198
-0.412082855,0.889810314
1.022009358,0.074031894
-0.663936767,-0.200867645
0.787486983,0.058449938
0.325383783,0.035623446
0.588347504,1.192446011
-0.025137247,0.923460758
0.256766309,0.303617175
0.213626821,0.921895155
1.036113218,0.77684685
1.150743577,-0.358850421
-0.071159252,1.10664221
-0.383930966,0.33327042
0.421365196,-0.636344198
0.215090573,0.383105795
-0.11441121,-1.586760002
-0.911181767,0.641287515
0.272601417,0.862726398
-0.816765159,0.426561147
-0.737108695,0.20383514
0.269053598,-0.378302147
0.901757382,-2.44313946
0.147720495,-0.07354421
0.326354053,1.108507289
0.535566366,1.227980284
-0.253770287,-2.030178904
1.089098711,-0.002767821
-0.647150375,-0.422991942
-0.036408802,-1.195392107
-0.020284069,-1.524972863
-0.232638753,-0.483874221
0.263524222,1.396551326
-0.45039607,-0.015567837
0.673685981,0.686919545
0.139246026,-0.899450442
-0.050988418,-0.783167414
-1.449055902,-0.900357176
0.295586209,-1.189868354
-0.330089387,-0.30408491
-0.779485556,-0.892725193
-0.214073907,-0.60604899
0.856828524,1.280374278
0.108280176,2.082380011
0.65325522,-1.931354697
0.000463434,-0.126083085
0.85737224,-0.542796064
0.254684845,0.850393968
-0.01650044,1.535477523
-0.368300861,0.565841437
-3.078330438,-3.109661694
0.993309051,0.216931029
0.025364259,0.854279503
0.35910553,-1.019517586
0.022459818,-1.905075056
0.571492774,-0.352781913
-0.200233828,0.376858356
-0.23800757,-0.814283847
-0.702852976,-0.054623253
0.559308143,1.631829075
0.569690451,0.789741974
0.54934486,2.10064966
0.23431499,-0.166960701
-0.020313286,-0.931366401
0.336023216,0.412739887
0.369747317,-0.370216333
-0.43741426,-0.442247806
-0.285441094,-1.23717195
-0.514370846,-0.921099543
-0.033426029,1.13406362
0.630423387,0.645053507
0.299467633,-0.874418238
0.0657627,-1.047742121
-0.679482372,-0.525744503
-0.366795912,0.371933118
0.099367123,0.126685385
0.796006625,0.708881978
-0.46842384,-0.097323609
0.698829682,-0.004494146
0.669342865,0.789361943
0.051092328,0.576507143
0.396445712,0.824140058
0.247719161,-0.021986881
-0.388184264,0.281067656
0.01228152,-1.009360131
0.989827022,0.409673571
-0.070732034,-0.721737066
-0.75412307,1.264395658
-0.012715424,0.552822033
0.037687444,-0.045103047
0.290578619,-0.093180369
-0.534208458,-1.001325889
-0.033682141,1.454762313
0.44061139,-0.44615358
0.772500958,0.950938528
0.012142554,-0.416372097
-0.767875063,-0.883280991
-0.413231234,0.073053493
0.211824038,0.12844467
0.470676508,-1.478286512
0.383417027,-0.850385715
0.065259906,-0.939030376
0.516970954,-0.545553441
-0.980111164,-3.327940333
0.164847734,0.780266439
1.130771856,-0.387811689
-0.250179947,1.265329333
0.152862855,1.436518373
0.496752091,0.466731159
0.0057772,-0.909711569
-0.095588913,-0.426563756
1.97229068,-0.614752885
0.710101242,0.210978665
0.08137824,-0.172445692
-0.066223018,1.638478912
0.525114672,-0.414720886
0.509088415,1.332213892
0.537202589,0.654287
0.271136107,0.829275945
0.557831842,-0.100691522
0.481146231,1.20312168
-0.503552069,0.697253208
-0.118453853,-0.49107209
-1.000591171,0.210130095
0.398542904,0.045178639
-0.414791386,-0.252387235
-1.400400971,-0.386377755
-1.143123795,-0.947357671
1.114064556,-1.242289008
-1.093450475,0.046453431
0.10826378,0.67636931
0.160208042,1.302454011
0.636104785,1.449427533
-0.491874621,-0.055026211
-0.495183816,0.761875466
0.265191104,-0.508716267
0.094072355,0.540335457
-0.63836305,-0.657432336
-0.154608895,0.221068007
1.185369804,2.483129991
0.232789466,-0.043654287
-0.301206358,-0.286337128
-0.200727048,-0.350927203
0.328371717,0.429998682
0.043527467,0.924436542
0.146982749,-0.322160715
1.030185987,0.002805876
-0.636832154,-0.349938169
0.129766223,1.044768901
0.186568024,-0.919549927
-0.488317489,-0.414242628
-0.342245952,0.101605947
0.387328097,1.980318042
-0.380802315,-0.276947114
-0.347327737,0.61929974
0.10297314,-0.04548744
1.06450897,-0.557173826
-0.47923138,0.409541776
-0.202242091,-0.143702009
-0.110842348,-0.051174596
0.25410325,0.05532274
-0.158467286,-0.806584736
0.963412752,-0.351877039
0.09118947,0.317023875
-1.578241176,-0.893588399
0.686444277,-0.254971014
1.641380644,-0.272593264
0.495062106,0.293748181
-1.475361214,0.009870764
0.007325644,-0.690477586
-0.7552037,-0.612389227
-0.640276765,-0.535702778
-0.191571778,-0.158107345
-2.933384331,-1.611055327
0.39370041,-0.314790266
0.558860808,0.627135442
-0.577723056,-1.374879513
0.104595711,1.204232252
-1.213821331,0.036487562
-0.431922862,-0.444594675
1.104978606,0.054217619
1.733823068,2.4970556
0.068253035,0.124229827
0.658415695,-0.737640756
-0.073090406,0.179539709
-0.533501833,-0.346441419
0.343922466,-0.576220644
-0.525643994,-1.024858664
-0.607836982,-0.268133993
0.621588448,-0.924178766
0.311341165,-0.397644336
1.392433397,0.560399972
-0.467688857,-0.645177881
-0.195590935,0.325333977
0.807950952,-0.754787979
0.425391108,0.086635702
-0.4597969,0.019408054
0.556441436,-0.478834954
-0.245477655,0.480327725
-0.114270085,-0.321459552
0.465819147,-1.023565796
0.927322404,-0.157473194
-1.04162446,2.875327836
0.149778391,2.286803726
-0.264211245,-0.330102285
0.665255619,0.742278568
0.123571889,-0.612414042
0.017640668,0.178648657
0.058063144,-0.61073962
-0.00859982,0.098432328
0.043851353,0.015913776
0.093227682,1.064788903
0.169477385,-0.035788163
-0.387000545,-0.289639157
0.199056375,0.364064156
0.28521023,1.070152946
0.126261832,-0.167167263
0.319862249,0.696571544
0.083533648,0.492995837
0.934132486,1.654928451
0.621437529,2.391116343
0.819154561,-0.258676583
0.704326063,0.814181386
0.216640995,1.976746931
-0.303015523,0.229317325
-0.467051406,-1.446253085
-0.063159122,0.355258997
-0.19388156,-0.493461326
-1.014625209,-0.169025747
-0.745739543,-1.927261712
0.811348065,1.158392302
0.435874945,0.364445562
-1.007185809,0.344464219
0.141550615,-0.578789636
0.434805276,2.220619534
0.401942281,-0.204745977
0.994112722,0.017078185
0.810938009,-1.880243145
0.384173843,-0.398334765
0.312895848,-0.100841023
-0.839868951,-1.182693082
0.13868686,-0.203029155
-0.330778991,0.670199149
0.714968603,-1.386125687
-0.691040025,-0.299936935
0.431791863,1.291011777
-0.13645707,0.568325922
0.017684157,-0.63772265
0.483660511,-0.942287181
-0.643342497,0.115356106
0.31623538,0.558415992
0.739994173,1.237062056
0.961265068,1.511835605
0.185105702,-1.208978423
0.028602333,0.56690026
-0.095507335,0.565033486
0.527975202,0.115544767
0.777023311,-0.343039826
-0.948821899,-1.672111321
0.538890471,-1.983350702
0.065909706,0.706201097
-0.300741281,-0.111174411
0.615310384,0.643370732
-0.216783246,0.781514127
-0.3468729,0.348686698
0.036422218,-0.168785527
-0.181041196,0.19846232
0.726584529,-0.937714366
-0.615998291,-0.276757346
-0.316859588,-1.107850632
0.095163341,0.730336848
0.227302436,0.154734142
0.276714948,0.338756488
0.372275132,-0.559290928
0.285242292,-0.60105675
0.011503851,0.840745133
